,title,point,market,title_mod
0, 수실류-은행,10,로컬푸드 직매장, 수실류은행
1, 수실류-호두,10,로컬푸드 직매장, 수실류호두
2, 수실류-대추,10,로컬푸드 직매장, 수실류대추
3, 수실류-밤,10,로컬푸드 직매장, 수실류밤
4, 과실류-기타,10,로컬푸드 직매장, 과실류기타
5, 과실류-구아바,10,로컬푸드 직매장, 과실류구아바
6, 과실류-체리자두,10,로컬푸드 직매장, 과실류체리자두
7, 과실류-플루오트,10,로컬푸드 직매장, 과실류플루오트
8, 과실류-플럼코트,10,로컬푸드 직매장, 과실류플럼코트
9, 과실류-하스카프,10,로컬푸드 직매장, 과실류하스카프
10, 과실류-블랙커런트,10,로컬푸드 직매장, 과실류블랙커런트
11, 과실류-블랙베리,10,로컬푸드 직매장, 과실류블랙베리
12, 과실류-아로니아,10,로컬푸드 직매장, 과실류아로니아
13, 과실류-블루베리,10,로컬푸드 직매장, 과실류블루베리
14, 과실류-체리,10,로컬푸드 직매장, 과실류체리
15, 과실류-포포,10,로컬푸드 직매장, 과실류포포
16, 과실류-비파,10,로컬푸드 직매장, 과실류비파
17, 과실류-보리수,10,로컬푸드 직매장, 과실류보리수
18, 과일과채류-메론,10,로컬푸드 직매장, 과일과채류메론
19, 과일과채류-방울토마토,10,로컬푸드 직매장, 과일과채류방울토마토
20, 과채류-오이,10,로컬푸드 직매장, 과채류오이
21, 엽경채류-고추잎,10,로컬푸드 직매장, 엽경채류고추잎
22, 엽경채류-머위대,10,로컬푸드 직매장, 엽경채류머위대
23, 엽경채류-토란대,10,로컬푸드 직매장, 엽경채류토란대
24, 엽경채류-고들빼기,10,로컬푸드 직매장, 엽경채류고들빼기
25, 엽경채류-비름,10,로컬푸드 직매장, 엽경채류비름
26, 엽경채류-달래,10,로컬푸드 직매장, 엽경채류달래
27, 엽경채류-고구마순,10,로컬푸드 직매장, 엽경채류고구마순
28, 엽경채류-냉이,10,로컬푸드 직매장, 엽경채류냉이
29, 엽경채류-숙주나물,10,로컬푸드 직매장, 엽경채류숙주나물
30, 엽경채류-콩나물,10,로컬푸드 직매장, 엽경채류콩나물
31, 엽경채류-아욱,10,로컬푸드 직매장, 엽경채류아욱
32, 새콤한 딸기 요거트 큐브 16g,240,이마트, 새콤한 딸기 요거트 큐브 
33, 유기농 플레인 요거트 큐브16g,240,이마트, 유기농 플레인 요거트 큐브
34, 유기농 망고 바나나 요거트 큐브16g,240,이마트, 유기농 망고 바나나 요거트 큐브
35, 유기농 시금치통통 40g,240,이마트, 유기농 시금치통통 
36, 유기농 아로니아통통 40g,240,이마트, 유기농 아로니아통통 
37, 유기농 바나나통통 40g,240,이마트, 유기농 바나나통통 
38, 유기농 블루베리통통 40g,240,이마트, 유기농 블루베리통통 
39, 유기농 퍼프 포도야 25g,120,이마트, 유기농 퍼프 포도야 
40, 유기농 퍼프 망고야 25g,120,이마트, 유기농 퍼프 망고야 
41, 유기농 퍼프 딸기야 25g,120,이마트, 유기농 퍼프 딸기야 
42, 유기농 퍼프 사과야 25g,120,이마트, 유기농 퍼프 사과야 
43, 유기농 쌀로만든 딸기떡튀밥 30g,120,이마트, 유기농 쌀로만든 딸기떡튀밥 
44, 유기농 쌀로만든 고구마떡튀밥 30g,120,이마트, 유기농 쌀로만든 고구마떡튀밥 
45, 유기농 현미로 만든 단호박볼 65g,170,이마트, 유기농 현미로 만든 단호박볼 
46, 유기농 현미로 만든 딸기볼 65g,170,이마트, 유기농 현미로 만든 딸기볼 
47, 유기농 현미로 만든 바나나볼 65g,170,이마트, 유기농 현미로 만든 바나나볼 
48, 유기농 현미로 만든 블루베리볼 65g,170,이마트, 유기농 현미로 만든 블루베리볼 
49, 유기농 쌀로만든 사과떡튀밥 30g,120,이마트, 유기농 쌀로만든 사과떡튀밥 
50, 유기농 쌀로만든 단호박떡튀밥 30g,120,이마트, 유기농 쌀로만든 단호박떡튀밥 
51, 유기농 쌀로 만든 양파떡튀밥 30g,120,이마트, 유기농 쌀로 만든 양파떡튀밥 
52, (포장저감)파프리카(10kg/무농약),5690,두레생협, 파프리카
53, 무(1kg/무농약/온라인),120,두레생협, 무
54, 알타리(2kg/무농약),400,두레생협, 알타리
55, 통배추(김장/3통/무농약),510,두레생협, 통배추
56, 절임배추(김장/10kg/무농약),1760,두레생협, 절임배추
57, 무(김장/5kg/무농약),350,두레생협, 무
58, 동치미무(김장/5개/무농약),250,두레생협, 동치미무
59, 알타리(김장/2kg/무농약),260,두레생협, 알타리
60, 쪽파(김장/1kg/무농약),350,두레생협, 쪽파
61, 갓(김장/1kg/무농약),200,두레생협, 갓
62, 햇생강(400g/무농약),240,두레생협, 햇생강
63, 버섯(친환경/맛타리버섯)200g/트레이/특/특품,30,하나로마트, 버섯트레이특특품
64, 알로에(친환경/사포나리아)2EA/랩/특/특품,110,하나로마트, 알로에랩특특품
65, 미나리(친환경/미나리)200g/봉지/특/특품,140,하나로마트, 미나리봉지특특품
66, 곶감(친환경/건시)/370g/봉지/특,910,하나로마트, 곶감봉지특
67, 우엉(친환경/우엉)500g/봉지/특/특품,170,하나로마트, 우엉봉지특특품
68, 로메인(친환경/포기로메인)2kg/종이BOX/특/특품,900,하나로마트, 로메인종이특특품
69, 트레비소(친환경/트레비소)1kg/종이BOX/특/특품,470,하나로마트, 트레비소종이특특품
70, 사과(친환경)/5kg/14내/종이박스/특,2470,하나로마트, 사과내종이박스특
71, 천도복숭아(친환경)/2kg/박스/특,650,하나로마트, 천도복숭아박스특
72, 감귤(친환경)/800g/팩/특,480,하나로마트, 감귤팩특
73, 천도복숭아(친환경)/600g/팩/특,350,하나로마트, 천도복숭아팩특
74, 사과(명품선물세트/저탄소)/6kg/16과/종이BOX/특/국산,13260,하나로마트, 사과과종이특국산
75, 방울토마토(친환경)/750g/팩/특,260,하나로마트, 방울토마토팩특
76, 대추방울토마토(친환경)/500g/팩/특,270,하나로마트, 대추방울토마토팩특
77, 토마토(친환경)/2kg/박스/특,420,하나로마트, 토마토박스특
78, 블루베리(친환경)/300g/팩/특,510,하나로마트, 블루베리팩특
79, 블루베리(친환경)/100g/팩/특,160,하나로마트, 블루베리팩특
80, 메론(무농약)/2.4kg/2입/팩/특,780,하나로마트, 메론입팩특
81, 오렌지(저탄소/한라봉)/1kg/10내/봉/특,1070,하나로마트, 오렌지내봉특
82, 사과(친환경)/2.5kg/10내/박스/특,550,하나로마트, 사과내박스특
83, 고추(친환경/오이맛고추)200g/봉지/특,100,하나로마트, 고추봉지특
84, 건고추(아침마루/건고추)150g/봉/특,370,울진농협 금강송지점(판매), 건고추봉특
85, 감자(친환경/감자)1kg/봉지/특/특품,120,하나로마트, 감자봉지특특품
86, 자두(친환경)/1.2kg/팩/특,410,하나로마트, 자두팩특
87, 토마토(친환경)/1kg/봉지/특/국산,370,하나로마트, 토마토봉지특국산
88, 자두(친환경)/600g/11내/팩/특,420,하나로마트, 자두내팩특
89, 당근(친환경/당근)1kg/봉지/특/특품,160,하나로마트, 당근봉지특특품
90, 토마토(친환경)/2kg/박스/특/국산,730,하나로마트, 토마토박스특국산
91, 상추(친환경/청상추)150g/봉지/특/특품,90,하나로마트, 상추봉지특특품
92, 크리미오 식기세척기용 세제 20kg,4500,크리미오, 크리미오 식기세척기용 세제 
93, 맑을청 주방세제 2kg,940,크리미오, 맑을청 주방세제 
94, 맑은청플러스 식기세척기용 세제 20kg,4500,크리미오, 맑은청플러스 식기세척기용 세제 
95, 맑을청 주방세제 15kg,4800,크리미오, 맑을청 주방세제 
96, 맑을 (청) 식기세척기용 세제 20kg,8250,크리미오, 맑을  식기세척기용 세제 
97, 맑을청 주방세제 3kg,1330,크리미오, 맑을청 주방세제 
98, 맑을청 주방세제 10kg,3450,크리미오, 맑을청 주방세제 
99, 맑을청 주방세제 20kg,6750,크리미오, 맑을청 주방세제 
100, 고스락 유기농 간장 300ml,490,이마트, 고스락 유기농 간장 
101, 프레스드 자몽 [900ml],440,흥국에프엔비, 프레스드 자몽 
102, ABC 클렌즈 주스 [900ml],590,흥국에프엔비,  클렌즈 주스 
103, 블렌디드 자두 [900ml],490,흥국에프엔비, 블렌디드 자두 
104, 프레스드 오렌지 [900ml],440,흥국에프엔비, 프레스드 오렌지 
105, 블렌디드 망고 [900ml],490,흥국에프엔비, 블렌디드 망고 
106, 블렌디드 딸기 [870ml],490,흥국에프엔비, 블렌디드 딸기 
107, 유기농 발아현미스틱 35g,130,이마트, 유기농 발아현미스틱 
108, 유기농 고구마 쌀과자 35g,130,이마트, 유기농 고구마 쌀과자 
109, 유기농 단호박 쌀과자 35g,130,이마트, 유기농 단호박 쌀과자 
110, 라띠아 유기농크리스피롤 블루베리,160,이마트, 라띠아 유기농크리스피롤 블루베리
111, 라띠아 유기농크리스피롤 딸기,160,이마트, 라띠아 유기농크리스피롤 딸기
112, 그린날애1000mL,660,빛과둥지, 그린날애
113, Prezone 에탄올 워셔액,400,비손케미칼,  에탄올 워셔액
114, 식기세척기용 중성세제(NS-1100),5250,뉴세제코리아, 식기세척기용 중성세제
115, Ban-B 종이타올 고급형 (100매/ 2겹),4350,(사)한국지체장애인협회(춘천시장애인근로사업장),  종이타올 고급형 
116, Ban-B 미색중질지 70g B4,3450,(사)한국지체장애인협회(춘천시장애인근로사업장),  미색중질지  
117, Ban-B 미색중질지 70g A4,2380,(사)한국지체장애인협회(춘천시장애인근로사업장),  미색중질지  
118, 호반이 친환경 복사용지 75g A4,3220,(사)한국지체장애인협회(춘천시장애인근로사업장), 호반이 친환경 복사용지  
119, Ban-B 종이타올 (100매/ 2겹),5250,(사)한국지체장애인협회(춘천시장애인근로사업장),  종이타올 
120, Ban-B 점보롤500m,4950,(사)한국지체장애인협회(춘천시장애인근로사업장),  점보롤
121, Ban-B 점보롤 300미터,4920,(사)한국지체장애인협회(춘천시장애인근로사업장),  점보롤 미터
122, 더덕(300g/무농약),500,두레생협, 더덕
123, 행복 채소(쌈배추/300g이상),60,두레생협, 행복 채소
124, 새송이2kg(무농약),800,올가홀푸드, 새송이
125, 야콘(1.5kg/유기),370,두레생협, 야콘
126, 백미(1kg/유기),290,두레생협, 백미
127, 고시히까리(4kg/무농약/강화),970,두레생협, 고시히까리
128, 건무화과(100g/무농약),480,두레생협, 건무화과
129, 밀싹(120g/무농약),160,두레생협, 밀싹
130, 유기농 포도(2kg/캠밸),1270,두레생협, 유기농 포도
131, 한끼 귀리(40g*25포/1kg/유기농),620,두레생협, 한끼 귀리
132, 청매실(유기/못난이/5kg),720,두레생협, 청매실
133, 감자(1kg/대과/무농약),190,두레생협, 감자
134, 가시복분자(1kg/유기),1020,두레생협, 가시복분자
135, 신고배(1.8kg/의성/두레인증),2100,두레생협, 신고배
136, 맛타리2kg(무농약),600,올가홀푸드, 맛타리
137, 진공백미(2kg/유기/강화),660,두레생협, 진공백미
138, (포장저감)가지(40개/무농약),1900,두레생협, 가지
139, 깐감자(200g/무농약),140,두레생협, 깐감자
140, 행복 채소(치커리/150g),50,두레생협, 행복 채소
141, 장아찌용적양파(1.5kg/무농약),150,두레생협, 장아찌용적양파
142, {생명나눔}생표고버섯(2kg/무농약),2090,두레생협, 생명나눔생표고버섯
143, 늙은호박(2kg이상/무농약),200,두레생협, 늙은호박
144, {당도보장}신고배(3kg/의성/두레인증),3180,두레생협, 당도보장신고배
145, 백미(10kg/유기),1970,두레생협, 백미
146, 메론의왕 칸탈로프(무농약/2kg이상),920,두레생협, 메론의왕 칸탈로프
147, 행복 채소(팽이버섯/150g),20,두레생협, 행복 채소
148, 행복 채소(양상추/300g),80,두레생협, 행복 채소
149, 풍기인삼(300g내외/10뿌리),870,두레생협, 풍기인삼
150, (포장저감)미니파프리카(8kg/무농약),6990,두레생협, 미니파프리카
151, 행복 채소(콜라비/300g),90,두레생협, 행복 채소
152, 쑥1kg(무농약이상),1300,올가홀푸드, 쑥
153, 장아찌용햇양파(1kg/무농약),140,두레생협, 장아찌용햇양파
154, 유기농 그린키위(4~6입)2팩,370,이마트, 유기농 그린키위팩
155, 친환경 칼라방울토마토(600g/팩),260,이마트, 친환경 칼라방울토마토
156, 친환경 대추방울토마토(600g/팩),290,이마트, 친환경 대추방울토마토
157, 친환경 방울토마토(600g/팩),270,이마트, 친환경 방울토마토
158, 친환경 대저토마토(900g/팩),440,이마트, 친환경 대저토마토
159, 저탄소인증 성주참외(1.2kg/봉),1190,이마트, 저탄소인증 성주참외
160, 친환경 고흥 한라봉세트(7~10입),1640,이마트, 친환경 고흥 한라봉세트
161, 친환경 당도선별 한라봉(1kg/팩),490,이마트, 친환경 당도선별 한라봉
162, 무농약딸기(750g/팩),440,이마트, 무농약딸기
163, 친환경 국산골드키위(소과/1kg),30,이마트, 친환경 국산골드키위
164, 친환경 적로메인,60,이마트, 친환경 적로메인
165, 친환경 생채,60,이마트, 친환경 생채
166, 친환경 로메인,60,이마트, 친환경 로메인
167, 친환경 쌈케일,60,이마트, 친환경 쌈케일
168, 친환경 적근대,60,이마트, 친환경 적근대
169, 유기농 배(2~3입/봉),640,이마트, 유기농 배
170, 무농약 황금향(1.2kg/봉),390,이마트, 무농약 황금향
171, 저탄소인증 배(3입/봉),1620,이마트, 저탄소인증 배
172, 친환경토마토(1kg/팩),390,이마트, 친환경토마토
173, 친환경 대추방울토마토 기획(2kg/박스),740,이마트, 친환경 대추방울토마토 기획
174, 유기농 브로콜리,100,이마트, 유기농 브로콜리
175, 유기농 적채(통),150,이마트, 유기농 적채
176, 하루채소 친환경 콩나물,40,이마트, 하루채소 친환경 콩나물
177, (농가돕기)친환경양파1kg,170,이마트, 친환경양파
178, 유기농 새송이버섯(2입/봉),90,이마트, 유기농 새송이버섯
179, 저탄소인증 사과3입 공팩,1490,이마트, 저탄소인증 사과입 공팩
180, 저탄소인증 배3입 공팩,1490,이마트, 저탄소인증 배입 공팩
181, 무농약 콩나물(300g/봉),70,이마트, 무농약 콩나물
182, 친환경 적겨자,60,이마트, 친환경 적겨자
183, 유기농 제스프리 킹골드키위 (2입),140,이마트, 유기농 제스프리 킹골드키위 
184, 친환경 제주 그린레몬(3~6입),1040,이마트, 친환경 제주 그린레몬
185, 친환경 칼라방울토마토(500g/팩),240,이마트, 친환경 칼라방울토마토
186, 친환경 무(개),170,이마트, 친환경 무
187, 친환경 양파 800g,240,이마트, 친환경 양파 
188, 친환경 실속 양파 2kg,370,이마트, 친환경 실속 양파 
189, 친환경 저민마늘(봉),190,이마트, 친환경 저민마늘
190, 유기농 부추(봉),170,이마트, 유기농 부추
191, 친환경 절단대파 250g,100,이마트, 친환경 절단대파 
192, 친환경 남해 통마늘기획(3등급),490,이마트, 친환경 남해 통마늘기획
193, (국산의힘)유기농 고구마 800g(봉),340,이마트, 유기농 고구마 
194, 무농약 연근(봉),220,이마트, 무농약 연근
195, 친환경 당근(500g/봉),220,이마트, 친환경 당근
196, 친환경 감자(1kg/봉),240,이마트, 친환경 감자
197, 친환경 가지(2입/봉),170,이마트, 친환경 가지
198, 친환경 애호박(개),90,이마트, 친환경 애호박
199, 친환경 파프리카(2입/봉),290,이마트, 친환경 파프리카
200, 친환경 피망(봉),140,이마트, 친환경 피망
201, 친환경 백오이 3입 (봉),190,이마트, 친환경 백오이 입 
202, 친환경 얼갈이(봉),190,이마트, 친환경 얼갈이
203, 친환경 열무(봉),190,이마트, 친환경 열무
204, 친환경 아욱(봉),190,이마트, 친환경 아욱
205, 친환경 시금치(봉),190,이마트, 친환경 시금치
206, 무농약미나리(봉),240,이마트, 무농약미나리
207, 유기농 녹즙신선초(봉),220,이마트, 유기농 녹즙신선초
208, 무농약 추부깻잎(봉),60,이마트, 무농약 추부깻잎
209, 친환경 청경채 180g/팩,140,이마트, 친환경 청경채 팩
210, 친환경 양배추(통),140,이마트, 친환경 양배추
211, 친환경 깐마늘(봉),190,이마트, 친환경 깐마늘
212, 친환경 시금치,140,이마트, 친환경 시금치
213, 몽베스트[1L]*6,210,한국청정음료, 몽베스트
214, 빙그레 바나나맛 우유[240ml],70,빙그레, 빙그레 바나나맛 우유
215, 달콤한 베지밀 비,50,정식품, 달콤한 베지밀 비
216, 친환경 조각무(개),120,이마트, 친환경 조각무
217, 엽경채류-근대,10,로컬푸드 직매장, 엽경채류근대
218, 엽경채류-갓,10,로컬푸드 직매장, 엽경채류갓
219, 엽경채류-쑥갓,10,로컬푸드 직매장, 엽경채류쑥갓
220, 엽경채류-깻잎,10,로컬푸드 직매장, 엽경채류깻잎
221, 엽경채류-부추,10,로컬푸드 직매장, 엽경채류부추
222, 엽경채류-미나리,10,로컬푸드 직매장, 엽경채류미나리
223, 엽경채류-시금치,10,로컬푸드 직매장, 엽경채류시금치
224, 엽경채류-순무,10,로컬푸드 직매장, 엽경채류순무
225, 엽경채류-열무,10,로컬푸드 직매장, 엽경채류열무
226, 엽경채류-상추,10,로컬푸드 직매장, 엽경채류상추
227, 엽경채류-양배추,10,로컬푸드 직매장, 엽경채류양배추
228, 엽경채류-봄동배추,10,로컬푸드 직매장, 엽경채류봄동배추
229, 엽경채류-얼갈이배추,10,로컬푸드 직매장, 엽경채류얼갈이배추
230, 엽경채류-배추,10,로컬푸드 직매장, 엽경채류배추
231, 과채류-기타,10,로컬푸드 직매장, 과채류기타
232, 과채류-박,10,로컬푸드 직매장, 과채류박
233, 과채류-가지,10,로컬푸드 직매장, 과채류가지
234, 과채류-호박,10,로컬푸드 직매장, 과채류호박
235, 양채류-루꼴라,10,로컬푸드 직매장, 양채류루꼴라
236, 유기농 팝짱 단호박,140,이마트, 유기농 팝짱 단호박
237, 유기농 딸기 쌀떡뻥 25g,90,이마트, 유기농 딸기 쌀떡뻥 
238, 유기인증 조미재래김 16입,290,이마트, 유기인증 조미재래김 입
239, 유기인증 조미돌구이김 16입,290,이마트, 유기인증 조미돌구이김 입
240, Dole 유기농 바나나(봉),190,이마트,  유기농 바나나
241, 유기농 느린수정과(냉장/1000ml),280,서정쿠킹, 유기농 느린수정과
242, 유기농 느린식혜(냉장/1000ml),280,서정쿠킹, 유기농 느린식혜
243, 유기농]백미10kg(안성),2630,올가홀푸드, 유기농백미
244, 안성 백미(무농약/10kg),2490,올가홀푸드, 안성 백미
245, 친환경 유기농 쌀 4kg,1120,고삼농협(판매), 친환경 유기농 쌀 
246, 안성]백미7kg(무농약),1490,올가홀푸드, 안성백미
247, 친환경 무농약쌀 4kg,1100,고삼농협(판매), 친환경 무농약쌀 
248, 뚜또 유기농 블루베리 푸딩 160g,80,이마트, 뚜또 유기농 블루베리 푸딩 
249, 머위대(300g/유기),170,두레생협, 머위대
250, 오렌지(유기농/황금향)/3kg/박스/특,1490,하나로마트, 오렌지박스특
251, 사과(저탄소)/10kg/박스/40내,7600,하나로마트, 사과박스내
252, 포도(친환경/머루포도)/1.5kg/박스,540,하나로마트, 포도박스
253, 포도(무농약/켐벨)/4kg/박스,1040,하나로마트, 포도박스
254, 배(저탄소/15kg/박스/20내),15000,하나로마트, 배
255, 아로니아(무농약)/1kg/팩,270,하나로마트, 아로니아팩
256, 배(무농약)7.5kg/12내/박스,3250,하나로마트, 배내박스
257, 배(친환경)7.5kg/10내/박스,3310,하나로마트, 배내박스
258, 감귤(저탄소)/3kg/박스/선물세트/특(35~40내),4870,하나로마트, 감귤박스선물세트특
259, 감귤(저탄소)/800g/팩,1110,하나로마트, 감귤팩
260, 황금향(저탄소)/5kg/박스/선물세트/특(15~22내),10,하나로마트, 황금향박스선물세트특
261, 포도(유기농/켐벨)/1kg/박스/특,640,하나로마트, 포도박스특
262, 딱딱이복숭아(저탄소/1.8kg/8내/국산),1870,하나로마트, 딱딱이복숭아
263, 딱딱한복숭아(저탄소/1.8kg/5~8내/국산),2530,하나로마트, 딱딱한복숭아
264, 황금향(저탄소)1.8kg/15내/박스/국내산,1750,하나로마트, 황금향내박스국내산
265, 자두(저탄소/1.5kg/박스),1730,하나로마트, 자두
266, 배(저탄소)/15kg/18과/특,16570,하나로마트, 배과특
267, 노랑대추방울토마토(친환경)/500g/팩/특,110,하나로마트, 노랑대추방울토마토팩특
268, 토마토(대저토마토/뜨라네/무농약)/4kg/박스,780,하나로마트, 토마토박스
269, 방울토마토(무농약)/10kg/박스/특,4030,하나로마트, 방울토마토박스특
270, 대추방울토마토(무농약)/10kg/박스/특,2990,하나로마트, 대추방울토마토박스특
271, 토마토(친환경/짭짤이)/2kg/박스/특,1260,하나로마트, 토마토박스특
272, 방울토마토(친환경)/5kg/박스/특(상품화),1620,하나로마트, 방울토마토박스특
273, 이탈리안샐러드(친환경)60g/팩/특/특품,60,하나로마트, 이탈리안샐러드팩특특품
274, 대상/친환경/딸기(소분),60,하나로마트, 대상친환경딸기
275, 비가림감귤(무농약)/1.5kg/팩(박스),390,하나로마트, 비가림감귤팩
276, 비가림감귤(무농약)/2kg/박스,870,하나로마트, 비가림감귤박스
277, 사과(저탄소/투명창)5kg/13내/박스/실속(상)/국산,5070,하나로마트, 사과내박스실속국산
278, 오렌지(무농약/한라봉)/5kg/15내/박스/특,1300,하나로마트, 오렌지내박스특
279, 참외(친환경)/1.2kg/10내/봉지/특,600,하나로마트, 참외내봉지특
280, 파파야플러스 주방세제 300mL 리필,700,진케미칼, 파파야플러스 주방세제  리필
281, 살리미 EM발효농축 주방세제(750ml),1500,에버미라클, 살리미 발효농축 주방세제
282, EM 활성액,4120,에버미라클,  활성액
283, 유기농까까 뽀로로 떡뻥 자색고구마,70,이마트, 유기농까까 뽀로로 떡뻥 자색고구마
284, 유기농까까 뽀로로 떡뻥 단호박,70,이마트, 유기농까까 뽀로로 떡뻥 단호박
285, 유기농까까 뽀로로 떡뻥 백미 10g,70,이마트, 유기농까까 뽀로로 떡뻥 백미 
286, 유기농 해와달과 별 30g,90,올가홀푸드, 유기농 해와달과 별 
287, 조각브로컬리(친환경/300g),320,올가홀푸드, 조각브로컬리
288, 무농약 상주곶감 세트,4990,이마트, 무농약 상주곶감 세트
289, 곰취나물(1kg/유기/절임용),720,두레생협, 곰취나물
290, 검정찰보리(800g/유기),270,두레생협, 검정찰보리
291, 땅두릅(200g/무농약),240,두레생협, 땅두릅
292, 달래(80g/무농약),170,두레생협, 달래
293, 무농약 참외(10kg),12000,두레생협, 무농약 참외
294, 무농약 생유자(2kg),980,두레생협, 무농약 생유자
295, [친환경]팔도특산 19곡영양밥(유기농/2kg),870,올가홀푸드, 팔도특산 곡영양밥
296, [산지]백미찹쌀(무농약/2kg),590,올가홀푸드, 백미찹쌀
297, [산지]현미찹살(무농약/4kg),1040,올가홀푸드, 현미찹살
298, [산지]백미찹쌀(무농약/4kg),1070,올가홀푸드, 백미찹쌀
299, [산지]현미(무농약/2kg),470,올가홀푸드, 현미
300, [산지]현미(무농약/4kg),870,올가홀푸드, 현미
301, [산지]안성 백미(무농약/10kg),2390,올가홀푸드, 안성 백미
302, [산지]백미(무농약/10kg),1970,올가홀푸드, 백미
303, [산지]백미(무농약/4kg),890,올가홀푸드, 백미
304, [친환경]흑미(유기농/500g),390,올가홀푸드, 흑미
305, [산지]대저토마토 3kg,1900,올가홀푸드, 대저토마토 
306, 부지갱이나물(200g/무농약),150,두레생협, 부지갱이나물
307, 양배추(500g/무농약),140,두레생협, 양배추
308, 유기농설탕1kg(가공용),100,올가홀푸드, 유기농설탕
309, 특판-딸기(무농약/5kg),220,올가홀푸드, 특판딸기
310, Ban-B 70미터,1200,(사)한국지체장애인협회(춘천시장애인근로사업장),  미터
311, Ban-B 50m,3510,(사)한국지체장애인협회(춘천시장애인근로사업장),  
312, Ban-B 중질지 70g B4,3450,(사)한국지체장애인협회(춘천시장애인근로사업장),  중질지  
313, Ban-B 중질지 70g A4,2380,(사)한국지체장애인협회(춘천시장애인근로사업장),  중질지  
314, Ban-B 중질지 60g B4,3220,(사)한국지체장애인협회(춘천시장애인근로사업장),  중질지  
315, Ban-B 중질지 60g A4,2190,(사)한국지체장애인협회(춘천시장애인근로사업장),  중질지  
316, Ban-B 신문용지 54g B4,2530,(사)한국지체장애인협회(춘천시장애인근로사업장),  신문용지  
317, Ban-B 신문용지 54g A4,1650,(사)한국지체장애인협회(춘천시장애인근로사업장),  신문용지  
318, Ban-B 친환경 복사용지 75g B4,4370,(사)한국지체장애인협회(춘천시장애인근로사업장),  친환경 복사용지  
319, Ban-B 친환경 복사용지 75g A4,2760,(사)한국지체장애인협회(춘천시장애인근로사업장),  친환경 복사용지  
320, EM 세탁비누 300g,190,소화아람일터,  세탁비누 
321, 콘타모 모사사우루스 L,1180,메리스랩, 콘타모 모사사우루스 
322, 콘타모 스피노사우루스 L,1180,메리스랩, 콘타모 스피노사우루스 
323, 콘타모 프테라노돈 L,1180,메리스랩, 콘타모 프테라노돈 
324, 콘타모 브라키오사우루스 L,1180,메리스랩, 콘타모 브라키오사우루스 
325, 콘타모 트리케라톱스 L,1180,메리스랩, 콘타모 트리케라톱스 
326, 콘타모 안킬로사우루스 L,1180,메리스랩, 콘타모 안킬로사우루스 
327, 콘타모 스테고사우루스 L,1180,메리스랩, 콘타모 스테고사우루스 
328, 콘타모 티라노사우루스 L,1180,메리스랩, 콘타모 티라노사우루스 
329, 콘타모SE 곰,2910,메리스랩, 콘타모 곰
330, 초고농축원액세제(NS-1000),2250,뉴세제코리아, 초고농축원액세제
331, 식기세척기용세제(NS-1200),4500,뉴세제코리아, 식기세척기용세제
332, 무농약이상_브로콜리,160,초록마을, 무농약이상브로콜리
333, 무농약 한입딸기(중 900g/팩),340,이마트, 무농약 한입딸기
334, 순샘 구연산x자몽향 1kg 용기,930,애경산업, 순샘 구연산자몽향  용기
335, 순샘 베이킹소다x피톤치드향 1kg 용기,1120,애경산업, 순샘 베이킹소다피톤치드향  용기
336, 순샘 구연산자몽 4.8L 용기,1640,애경산업, 순샘 구연산자몽  용기
337, 순샘 구연산 자몽 1.6L 리필,1170,애경산업, 순샘 구연산 자몽  리필
338, 순샘 베이킹소다x피톤치드 1.6L 리필,1170,애경산업, 순샘 베이킹소다피톤치드  리필
339, (포장저감)근대(4kg/무농약),1450,두레생협, 근대
340, 발아흑미(800g/유기),490,두레생협, 발아흑미
341, 햇귀리(1kg/유기),460,두레생협, 햇귀리
342, 양배추(1.5kg/무농약),210,두레생협, 양배추
343, 청양건고추(100g/유기),350,두레생협, 청양건고추
344, 흙냉이(150g/유기),190,두레생협, 흙냉이
345, 청차조(300g/유기),440,두레생협, 청차조
346, 유기농당근1kg(특판용),80,올가홀푸드, 유기농당근
347, 유기농백다다기오이1kg(특판용),300,올가홀푸드, 유기농백다다기오이
348, 유기농양파1kg(특판용),90,올가홀푸드, 유기농양파
349, 햇밤(1kg/유기),540,두레생협, 햇밤
350, 밤고구마(5kg/무농약),1500,두레생협, 밤고구마
351, 사과대추(500g/유기),540,두레생협, 사과대추
352, (포장저감)양파(10kg/무농약),1400,두레생협, 양파
353, 가지(5입/무농약),210,두레생협, 가지
354, [라이브방송]유기농 표고친환경 세트 4호,4450,올가홀푸드, 유기농 표고친환경 세트 호
355, 코주부 화장지 70m,9750,부림제지, 코주부 화장지 
356, 원삼유기농쌀10kg,2870,이마트, 원삼유기농쌀
357, 원삼유기농쌀4/국산,1300,이마트, 원삼유기농쌀국산
358, 무농약무순40g,60,초록마을, 무농약무순
359, 우리아이입안애유기농어린잎(어린이용)80g,130,초록마을, 우리아이입안애유기농어린잎
360, 유기농어린잎(청장년층)80g,130,초록마을, 유기농어린잎
361, 무농약바질10g,140,초록마을, 무농약바질
362, 유기농와일드루꼴라50g,150,초록마을, 유기농와일드루꼴라
363, 친환경아삭샐러드250g,190,초록마을, 친환경아삭샐러드
364, 친환경컬러샐러드300g,230,초록마을, 친환경컬러샐러드
365, 무농약황금꽃송이버섯90g,400,초록마을, 무농약황금꽃송이버섯
