,title,point,market,title_mod
680, 배(유기농)/7.5kg/12내/박스,3050,하나로마트, 배내박스
681, 비가림감귤(저탄소/2kg/박스),1460,하나로마트, 비가림감귤
682, 대저토마토(친환경/1.2kg/팩),400,하나로마트, 대저토마토
683, 배(저탄소)/4입/봉지/상,1090,하나로마트, 배입봉지상
684, 참외(저탄소)1.5kg/봉지/특,2240,하나로마트, 참외봉지특
685, 참외(저탄소/)2kg/박스/특,3150,하나로마트, 참외박스특
686, 토마토(친환경/짭짤이/무농약)/500g/팩/특,470,하나로마트, 토마토팩특
687, 참외(유기농)/1kg/봉지/특,550,하나로마트, 참외봉지특
688, 사과(유기농)/2.5kg/박스,720,하나로마트, 사과박스
689, 딸기(무농약)/500g/팩/특/국산,260,하나로마트, 딸기팩특국산
690, 딸기(무농약)/500g/팩/상,260,하나로마트, 딸기팩상
691, 토마토(무농약/대저)/5KG/박스/식자재용,1260,하나로마트, 토마토박스식자재용
692, 토마토(친환경/대저)1.5kg/팩/상품화,520,하나로마트, 토마토팩상품화
693, 토마토(친환경/대저)/1.2KG/팩/특,480,하나로마트, 토마토팩특
694, 배(저탄소)/7.5kg/10내/국산(천안)/실속,6820,하나로마트, 배내국산실속
695, 곶감(무농약)/20개(50g~55g)/박스/예천,2730,하나로마트, 곶감개박스예천
696, 비가림감귤(저탄소)/3kg/박스/소과,1810,하나로마트, 비가림감귤박스소과
697, 감귤(저탄소)/3kg/박스/특,1360,하나로마트, 감귤박스특
698, 사과(저탄소/혼합원물용)/15kg/박스/특,15210,하나로마트, 사과박스특
699, 오렌지(저탄소/레드향)/2kg/12내/박스,3020,하나로마트, 오렌지내박스
700, 사과(저탄소)/15kg/40내/특,15600,하나로마트, 사과내특
701, 단감(저탄소)/5입/포트/특,870,하나로마트, 단감입포트특
702, 상추(친환경/포기로메인)250g/봉지/특/특품,60,하나로마트, 상추봉지특특품
703, 상추(친환경/포기상추)250g/봉지/특/특품,60,하나로마트, 상추봉지특특품
704, 레드향(저탄소/1.5kg/팩/특),1810,하나로마트, 레드향
705, 혼합세트2호(저탄소)/배5사과6/박스/특,8580,하나로마트, 혼합세트호배사과박스특
706, 사과(저탄소)/15과/박스/특,5850,하나로마트, 사과과박스특
707, 쌀가게]함평 현미찹쌀(무농약/4kg),1170,올가홀푸드, 쌀가게함평 현미찹쌀
708, [산지]의성 황토 백미(무농약/10kg),2170,올가홀푸드, 의성 황토 백미
709, [산지]의성 황토 백미(무농약/4kg),990,올가홀푸드, 의성 황토 백미
710, [산지]자두 2kg,1400,올가홀푸드, 자두 
711, [산지]의성 황토 현미(무농약/4kg),970,올가홀푸드, 의성 황토 현미
712, 단감(2kg/두레인증),2010,두레생협, 단감
713, 오이맛고추(150g/무농약),110,두레생협, 오이맛고추
714, 행복 채소(파/500g),50,두레생협, 행복 채소
715, 청양고추(2kg/절임용),830,두레생협, 청양고추
716, 무농약이상_자색양파,120,초록마을, 무농약이상자색양파
717, 무농약이상_오이(5입),420,초록마을, 무농약이상오이
718, 친환경 양파 1kg,240,이마트, 친환경 양파 
719, 친환경 오이맛 고추(봉),140,이마트, 친환경 오이맛 고추
720, 친환경 당근한뿌리(봉),90,이마트, 친환경 당근한뿌리
721, 유기농 남해마늘쫑(200g/봉),190,이마트, 유기농 남해마늘쫑
722, 친환경 당근(650g/봉),170,이마트, 친환경 당근
723, 친환경 풋고추(봉),140,이마트, 친환경 풋고추
724, 친환경가계절약양파(1kg),240,이마트, 친환경가계절약양파
725, 친환경 감말랭이(200g/파우치),290,이마트, 친환경 감말랭이
726, 친환경 남해땅두릅(150g/팩),170,이마트, 친환경 남해땅두릅
727, 친환경 고구마 900g,490,이마트, 친환경 고구마 
728, 무농약남해참다래(1+1/팩),340,이마트, 무농약남해참다래
729, 친환경 감자(800g/봉),240,이마트, 친환경 감자
730, 친환경남해통마늘800g/망,420,이마트, 친환경남해통마늘망
731, 친환경남해시금치(200g/봉),190,이마트, 친환경남해시금치
732, 친환경 한라봉 세트,2990,이마트, 친환경 한라봉 세트
733, 친환경 하우스감귤(900g/팩),470,이마트, 친환경 하우스감귤
734, 무농약 상주곶감(제수용/특/10입),790,이마트, 무농약 상주곶감
735, 무농약 한단딸기(500g/특),570,이마트, 무농약 한단딸기
736, 유기농 배세트(9입),3490,이마트, 유기농 배세트
737, 천연오렌지오일담은 친환경주방세제 오렌지,450,엘지생활건강, 천연오렌지오일담은 친환경주방세제 오렌지
738, 코디 점보롤 600m(1겹)*4,2120,쌍용씨앤비, 코디 점보롤 
739, 코디 에코그린 30*30(트레이더스),2830,쌍용씨앤비, 코디 에코그린 
740, [산지]친환경 복숭아_황도(유기농/4kg)10~16입,2750,올가홀푸드, 친환경 복숭아황도입
741, 무농약 양배추 슬라이스 100g,90,올가홀푸드, 무농약 양배추 슬라이스 
742, [자연재배]지리산건고사리(유기농/60g),470,올가홀푸드, 지리산건고사리
743, 친환경 제주 블루베리(무농약/100g)*2팩,740,올가홀푸드, 친환경 제주 블루베리팩
744, [산지]친환경 제주 블루베리(유기농/1kg),2250,올가홀푸드, 친환경 제주 블루베리
745, [산지]오디(유기농/3kg),4250,올가홀푸드, 오디
746, [친환경]올가 보리(유기농/1kg)*2입,490,올가홀푸드, 올가 보리입
747, [친환경]올가 서리태(유기농/450g)*2입,890,올가홀푸드, 올가 서리태입
748, 자연주의 유기농 하이아미쌀 4kg,1340,이마트, 자연주의 유기농 하이아미쌀 
749, 자연주의 유기농 가바백미 1 kg,470,이마트, 자연주의 유기농 가바백미  
750, 자연주의 유기농 가바백미 4 kg,1940,이마트, 자연주의 유기농 가바백미  
751, 땅끝미가 유기농 가바 현미 1 kg,500,이마트, 땅끝미가 유기농 가바 현미  
752, 땅끝미가 유기농쥐눈이콩 800g,940,이마트, 땅끝미가 유기농쥐눈이콩 
753, 눈큰흑찰(800g/유기),460,두레생협, 눈큰흑찰
754, 땅끝미가 유기농가바흑미 1kg,590,이마트, 땅끝미가 유기농가바흑미 
755, 땅끝미가 유기농가바현미 1kg,440,이마트, 땅끝미가 유기농가바현미 
756, 땅끝미가 유기농가바백미 1kg,470,이마트, 땅끝미가 유기농가바백미 
757, 땅끝미가 유기농가바발아흑미 1kg,890,이마트, 땅끝미가 유기농가바발아흑미 
758, 땅끝미가 유기농가바발아현미 1kg,790,이마트, 땅끝미가 유기농가바발아현미 
759, 땅끝미가 유기농가바백미 3kg,1440,이마트, 땅끝미가 유기농가바백미 
760, 땅끝미가 유기농귀리 800g,440,이마트, 땅끝미가 유기농귀리 
761, 유기농검정보리 1kg,390,이마트, 유기농검정보리 
762, 땅끝미가 유기농찰현미 1kg,320,이마트, 땅끝미가 유기농찰현미 
763, 땅끝미가 유기농찹쌀 1kg,340,이마트, 땅끝미가 유기농찹쌀 
764, 유기농 하이아미쌀 4kg,1340,이마트, 유기농 하이아미쌀 
765, 가바흑미(800g/유기),410,두레생협, 가바흑미
766, 유기농 하양가바현미(800g),390,이마트, 유기농 하양가바현미
767, 유기농 하양가바쌀백미(1kg),490,이마트, 유기농 하양가바쌀백미
768, 단호박(400g/죽용/무농약),240,두레생협, 단호박
769, 삶은무시래기(1kg/무농약/급식),410,두레생협, 삶은무시래기
770, 삶은고사리(1kg/무농약/급식),1210,두레생협, 삶은고사리
771, 친환경 건나물 3종(무농약120g),640,올가홀푸드, 친환경 건나물 종
772, 무농약 울금가루 120g,1000,올가홀푸드, 무농약 울금가루 
773, 몸에단비 무농약 작두콩차 500ml,100,올가홀푸드, 몸에단비 무농약 작두콩차 
774, [옴니허브]무농약 볶은도라지차 80g,750,올가홀푸드, 무농약 볶은도라지차 
775, [옴니허브]유기농 돼지감자차 120g,650,올가홀푸드, 유기농 돼지감자차 
776, [옴니허브]무농약우엉차,1300,올가홀푸드, 무농약우엉차
777, [옴니허브]유기농귤피차 2g x 25티백,300,올가홀푸드, 유기농귤피차   티백
778, 몸에단비 유기농 보리차 500ml,90,올가홀푸드, 몸에단비 유기농 보리차 
779, 몸에단비 유기농 우엉차 500ml,100,올가홀푸드, 몸에단비 유기농 우엉차 
780, 무농약이상_칼라방울토마토,340,초록마을, 무농약이상칼라방울토마토
781, 참새마루(무농약추청미)10kg,1900,문백농협(판매), 참새마루
782, 유기농백미3.5kg,1270,원삼농협 건조저장센터(가공), 유기농백미
783, 올가 흑미(유기농/1kg),490,올가홀푸드, 올가 흑미
784, 갈색현미(무농약/2kg),920,올가홀푸드, 갈색현미
785, 갈색오분도미(무농약/2kg),950,올가홀푸드, 갈색오분도미
786, 자연원 유기농 ABC주스(100ml*10),1100,올가홀푸드, 자연원 유기농 주스
787, 자연원 유기농 ABC주스100ml,120,올가홀푸드, 자연원 유기농 주스
788, 자연원 유기농 석류착즙주스[980ml],540,웰팜, 자연원 유기농 석류착즙주스
789, 자연원 유기농 감귤착즙주스[980ml],740,웰팜, 자연원 유기농 감귤착즙주스
790, 국산유기농콩즙 190ml*10ea,790,이마트, 국산유기농콩즙 
791, 5 100유기농스퀴즈오렌지100ml*4입,290,이마트,  유기농스퀴즈오렌지입
792, 무농약 양파로 만든 양파즙(4ea),260,이마트, 무농약 양파로 만든 양파즙
793, 올가 유기농 포도를 그대로 착즙한 포도 한잔 140ml*10ea,1050,올가홀푸드, 올가 유기농 포도를 그대로 착즙한 포도 한잔 
794, 올가 유기농 오렌지를 그대로 착즙한 오렌지 한잔 140ml*10ea,1050,올가홀푸드, 올가 유기농 오렌지를 그대로 착즙한 오렌지 한잔 
795, 올가 유기농 포도를 그대로 착즙한 포도 한잔 140ml,110,올가홀푸드, 올가 유기농 포도를 그대로 착즙한 포도 한잔 
796, 올가 유기농 오렌지를 그대로 착즙한 오렌지 한잔 140ml,110,올가홀푸드, 올가 유기농 오렌지를 그대로 착즙한 오렌지 한잔 
797, 유기농 엘더베리 주스 100ml*4입,340,이마트, 유기농 엘더베리 주스 입
798, 슈가랩 친환경 어린이용 위생장갑(30매),880,에코매스, 슈가랩 친환경 어린이용 위생장갑
799, 꽃이피는아침 섬유유연제 1800ml,1150,자연과함께, 꽃이피는아침 섬유유연제 
800, 꽃이피는아침 액체세탁세제 1800mL,1350,자연과함께, 꽃이피는아침 액체세탁세제 
801, 꽃이피는아침 섬유유연제 15L,4120,자연과함께, 꽃이피는아침 섬유유연제 
802, 꽃이피는아침 액체세탁세제 1300mL,930,자연과함께, 꽃이피는아침 액체세탁세제 
803, 꽃이피는아침 주방세제 15kg,4950,자연과함께, 꽃이피는아침 주방세제 
804, 꽃이피는아침 주방세제 3kg,1060,자연과함께, 꽃이피는아침 주방세제 
805, 슈가랩 친환경 빨대(중),220,에코매스, 슈가랩 친환경 빨대
806, 슈가랩 에코위생장갑(100매),330,에코매스, 슈가랩 에코위생장갑
807, 친환경짤주머니-12,1120,엘케이베이크웨어, 친환경짤주머니
808, 친환경짤주머니-18,2100,엘케이베이크웨어, 친환경짤주머니
809, 친환경짤주머니-23,3450,엘케이베이크웨어, 친환경짤주머니
810, 슈가랩 라지볼,1170,에코매스, 슈가랩 라지볼
811, 슈가랩 유아 뉴포크,780,에코매스, 슈가랩 유아 뉴포크
812, 슈가랩 유아 뉴스푼,720,에코매스, 슈가랩 유아 뉴스푼
813, 슈가랩 유아뉴스프볼,790,에코매스, 슈가랩 유아뉴스프볼
814, 슈가랩 유아머그컵,1320,에코매스, 슈가랩 유아머그컵
815, 슈가랩 간식 플레이트,990,에코매스, 슈가랩 간식 플레이트
816, 슈가랩 유아식판,1610,에코매스, 슈가랩 유아식판
817, 슈가랩 사파리주걱(하마),690,에코매스, 슈가랩 사파리주걱
818, 슈가랩 사파리주걱(사자),690,에코매스, 슈가랩 사파리주걱
819, 슈가랩 에코 주걱,480,에코매스, 슈가랩 에코 주걱
820, 슈가랩 다람쥐 주걱,750,에코매스, 슈가랩 다람쥐 주걱
821, 슈가랩물고기주걱,590,에코매스코리아, 슈가랩물고기주걱
822, 슈가랩 피크닉 도시락(3단),4030,에코매스, 슈가랩 피크닉 도시락
823, 슈가랩 미니도시락,1800,에코매스, 슈가랩 미니도시락
824, 슈가랩 시트도마(대),750,에코매스, 슈가랩 시트도마
825, 슈가랩 통도마(중),2700,에코매스, 슈가랩 통도마
826, 슈가랩 통도마(대),3300,에코매스, 슈가랩 통도마
827, 슈가랩 올인원 인덱스도마,5850,에코매스, 슈가랩 올인원 인덱스도마
828, 슈가랩 애플도마,1500,에코매스, 슈가랩 애플도마
829, 무농약이상_비타민,100,초록마을, 무농약이상비타민
830, 서리콩(500g/유기),750,두레생협, 서리콩
831, 하지감자(5kg/무농약),750,두레생협, 하지감자
832, 두레 사과/배모음1호,10560,두레생협, 두레 사과배모음호
833, 들깨(300g/무농약),530,두레생협, 들깨
834, 천혜향선물세트,2260,두레생협, 천혜향선물세트
835, 현미(2kg/유기),490,두레생협, 현미
836, 노각오이(소과/1개/무농약),70,두레생협, 노각오이
837, 두레 배2호,10240,두레생협, 두레 배호
838, 서리콩(500g/무농약),700,두레생협, 서리콩
839, 단감(특/1.15kg/두레인증),1230,두레생협, 단감
840, 파(1kg/무농약),260,두레생협, 파
841, 무농약 황금향(1kg),560,두레생협, 무농약 황금향
842, {생명나눔}쌈케일(4kg/무농약),2900,두레생협, 생명나눔쌈케일
843, 아주까리콩(350g/무농약),520,두레생협, 아주까리콩
844, 친환경 딸기(1kg),690,두레생협, 친환경 딸기
845, 딸기(2kg/쨈용/국내산),440,두레생협, 딸기
846, 아이스딸기(1kg/무농약),490,두레생협, 아이스딸기
847, 딸기2kg(쨈용/무농약),490,두레생협, 딸기
848, 두레청매실(유기/대/5kg),1480,두레생협, 두레청매실
849, 기장(500g/유기),640,두레생협, 기장
850, 두레 황금배(2kg),1930,두레생협, 두레 황금배
851, 조선호박(1개/유기),90,두레생협, 조선호박
852, 늙은호박(5kg이상/무농약),530,두레생협, 늙은호박
853, 통배추(2kg/무농약),120,두레생협, 통배추
854, 건고추(3kg/무농약/진도),6210,두레생협, 건고추
855, 미니단호박(5kg/무농약/포장저감),1680,두레생협, 미니단호박
856, 무청말림(70g/무농약),90,두레생협, 무청말림
857, 호박말림(100g/무농약),190,두레생협, 호박말림
858, 가지말림(비닐봉지/100g/무농약),220,두레생협, 가지말림
859, 단호박(1kg이상/무농약),250,두레생협, 단호박
860, 콜라비(1kg/무농약/행사용),250,두레생협, 콜라비
861, 차조(500g/유기농),840,두레생협, 차조
862, 노브랜드 유기농 한손 쌀과자 자색고구마,110,이마트, 노브랜드 유기농 한손 쌀과자 자색고구마
863, 자연주의 유기농 국산 옥수수차,290,이마트, 자연주의 유기농 국산 옥수수차
864, 자연주의 유기농 국산 보리차,190,이마트, 자연주의 유기농 국산 보리차
865, 자연주의 유기농 참기름 320ml,840,이마트, 자연주의 유기농 참기름 
866, 자연주의 유기농 볶음참깨 200g,340,이마트, 자연주의 유기농 볶음참깨 
867, 노브랜드 유기농쌀과자자색고구마[55g],90,청오건강 농업회사법인, 노브랜드 유기농쌀과자자색고구마
868, 노브랜드 유기농쌀과자단호박[55g],90,청오건강 농업회사법인, 노브랜드 유기농쌀과자단호박
869, 피코크 유기농 떡뻥 3종 기획,290,이마트, 피코크 유기농 떡뻥 종 기획
870, 피코크 핑크퐁 사과당근배 떡뻥 [40g],140,청오건강 농업회사법인, 피코크 핑크퐁 사과당근배 떡뻥 
871, 피포크 유기농 쌀로 만든 오곡떡뻥 [40g],140,청오건강 농업회사법인, 피포크 유기농 쌀로 만든 오곡떡뻥 
872, 피코크 유기농 쌀로 만든 발아현미 떡뻥 [40g],140,청오건강 농업회사법인, 피코크 유기농 쌀로 만든 발아현미 떡뻥 
873, 피코크 유기농 쌀가루 [500g],240,청오건강 농업회사법인, 피코크 유기농 쌀가루 
874, 피코크 유기농 아몬드 미숫가루[500g],640,청오건강 농업회사법인, 피코크 유기농 아몬드 미숫가루
875, 발아 유기농 보리차,140,이마트, 발아 유기농 보리차
876, 발아 유기농 옥수수차 150g,190,이마트, 발아 유기농 옥수수차 
877, 유기농 순 발아 아이 보리차 150g,150,이마트, 유기농 순 발아 아이 보리차 
878, 유기농 순 발아 아이현미차 150g,170,이마트, 유기농 순 발아 아이현미차 
879, 유기농 팝짱 백미,140,이마트, 유기농 팝짱 백미
880, 생분해 다시백 대,730,티앤씨더블유, 생분해 다시백 대
881, 생분해 다시백 중,570,티앤씨더블유, 생분해 다시백 중
882, 생분해 다시백 소,420,티앤씨더블유, 생분해 다시백 소
883, 토마토(친환경/깜빠리)/2kg/박스/특,580,하나로마트, 토마토박스특
884, 마늘(아침마루/깐마늘)200g/봉지/특/특품,130,하나로마트, 마늘봉지특특품
885, 안심해 무첨가 손세정제 (4.2L),6750,(유)강청, 안심해 무첨가 손세정제 
886, 순하게 무첨가 세안용 물비누(300ml),3750,(유)강청, 순하게 무첨가 세안용 물비누
887, 안심해 무첨가 손세정제(500ml),1650,(유)강청, 안심해 무첨가 손세정제
888, 자연주의 유기농 물레방아쌀 4kg,990,이마트, 자연주의 유기농 물레방아쌀 
889, 자연주의 무농약 물레방아쌀 4kg,890,이마트, 자연주의 무농약 물레방아쌀 
890, 물레방아 유기농 쌀10kg,2390,이마트, 물레방아 유기농 쌀
891, 유기농 물레방아쌀5kg,1230,이마트, 유기농 물레방아쌀
892, 사과(저탄소)/13과/박스/특,8190,하나로마트, 사과과박스특
893, 사과(저탄소)/11과/박스/특,10330,하나로마트, 사과과박스특
894, 사과(저탄소)/9과/박스/특,8190,하나로마트, 사과과박스특
895, 오렌지(황금향/유기농)/800g봉지/국산,420,하나로마트, 오렌지봉지국산
896, 토마토(친환경)/5kg/3~4번/박스,1300,하나로마트, 토마토번박스
897, 토마토(저탄소/대저)1.5kg/박스/특,1480,하나로마트, 토마토박스특
898, 블루베리(친환경)/200g/팩/특,490,하나로마트, 블루베리팩특
899, 비가림감귤(유기농/15kg/박스)소과,2720,하나로마트, 비가림감귤소과
900, 비가림감귤(유기농)/1.5kg/박스,350,하나로마트, 비가림감귤박스
901, 오렌지(저탄소/한라봉)/2kg/10내/박스/특,2570,하나로마트, 오렌지내박스특
902, 사과(저탄소)/1개/10kg A1상자/28과/국산,3800,하나로마트, 사과개 상자과국산
903, 대봉시(무농약)/5kg/18내/박스,710,하나로마트, 대봉시내박스
904, 감귤(무농약)/3kg/박스/2L,240,하나로마트, 감귤박스
905, 사과(저탄소/꼬마사과)500g/팩/국산,460,하나로마트, 사과팩국산
906, 양배추(친환경/양배추)1통/랩/특/행사,70,하나로마트, 양배추통랩특행사
907, 배(저탄소)7.5kg/12내/박스/로컬/특,7210,하나로마트, 배내박스로컬특
908, 사과(저탄소/식자재용)/2.5kg/봉,10,하나로마트, 사과봉
909, 배(저탄소)7.5kg/10내/박스/로컬/특,7990,하나로마트, 배내박스로컬특
910, 사과(저탄소/식자재)/1.5kg/봉지,870,하나로마트, 사과봉지
911, 포도(친환경/스튜벤)/1.5kg/박스/특,420,하나로마트, 포도박스특
912, 청포도(무농약)/1kg/팩/특,390,하나로마트, 청포도팩특
913, 포도(친환경/켐벨)/2kg/박스/특,790,하나로마트, 포도박스특
914, 배(저탄소)/7.5kg/12내/국산(천안)/실속,2690,하나로마트, 배내국산실속
915, 사과(저탄소/아오리)/2kg/봉/식자재용,810,하나로마트, 사과봉식자재용
916, 사과(저탄소/아오리)/2kg/박스/특,1730,하나로마트, 사과박스특
917, 사과(저탄소/아오리)/6입내/봉지/특,1220,하나로마트, 사과입내봉지특
918, 무화과(친환경)/1kg/스티로폴/특,730,하나로마트, 무화과스티로폴특
919, 복숭아(저탄소)/1.8kg/5~8내/박스,2630,하나로마트, 복숭아내박스
920, 복숭아(저탄소)/1.8kg/8내/박스,2000,하나로마트, 복숭아내박스
921, 토마토(친환경)/5kg/1~2번/박스,1300,하나로마트, 토마토번박스
922, 저탄소인증 천도복숭아(1.5kg/팩),1270,이마트, 저탄소인증 천도복숭아
923, 친환경 제주블루베리(100g/팩),370,이마트, 친환경 제주블루베리
924, 저탄소인증 샤인머스캣(500g/팩),1470,이마트, 저탄소인증 샤인머스캣
925, 친환경 메론(통),440,이마트, 친환경 메론
926, 저탄소인증 감귤(1.5kg/팩),890,이마트, 저탄소인증 감귤
927, 친환경 삶은고사리 (팩),190,이마트, 친환경 삶은고사리 
928, 친환경 도라지(팩),240,이마트, 친환경 도라지
929, 무농약 상주곶감(10입/팩),490,이마트, 무농약 상주곶감
930, 저탄소인증 자두(800g/팩),740,이마트, 저탄소인증 자두
931, 친환경 강원백오이(3입/봉),170,이마트, 친환경 강원백오이
932, 제스프리 유기농 썬골드키위(개),70,이마트, 제스프리 유기농 썬골드키위
933, 쌀(기타)/10Kg/무농약,1470,농협양곡 부여통합미곡종합처리장, 쌀무농약
934, 쌀/10Kg/친환경(무농약),1540,농협양곡 부여통합미곡종합처리장, 쌀친환경
935, 무농약이상_제주햇감자,280,초록마을, 무농약이상제주햇감자
936, 유기농순수깐밤200g,440,초록마을, 유기농순수깐밤
937, 무농약이상_양파,890,초록마을, 무농약이상양파
938, [산지직송]무농약노지감귤,490,초록마을, 무농약노지감귤
939, 무농약이상_파프리카,190,초록마을, 무농약이상파프리카
940, 무농약양파(BULK),1000,초록마을, 무농약양파
941, 무농약 냉동 상주곶감(6입/팩),240,이마트, 무농약 냉동 상주곶감
942, 친환경 베베샐러드(150g),170,이마트, 친환경 베베샐러드
943, 친환경쌈모둠(200g/봉),140,이마트, 친환경쌈모둠
944, 저탄소인증 한라봉세트,5970,이마트, 저탄소인증 한라봉세트
945, 친환경 한라봉천혜향레드향 실속세트(9입),1740,이마트, 친환경 한라봉천혜향레드향 실속세트
946, 친환경 레드향(3~9입/팩),540,이마트, 친환경 레드향
947, 친환경 국산그린키위(4~6입/팩),190,이마트, 친환경 국산그린키위
948, 유기농 어린잎 채소 150g,170,이마트, 유기농 어린잎 채소 
949, 유기농 녹즙케일(봉),190,이마트, 유기농 녹즙케일
950, 저탄소인증 천도복숭아(800g/팩),1490,이마트, 저탄소인증 천도복숭아
951, 퐁퐁레몬식초리필_2L,1110,엘지생활건강, 퐁퐁레몬식초리필
952, 퐁퐁베이킹소다리필_2L,1110,엘지생활건강, 퐁퐁베이킹소다리필
953, 트리오 홍초를 담은 주방세제 1.2L 리필,490,애경산업, 트리오 홍초를 담은 주방세제  리필
954, 트리오 홍초를 담은 주방세제 700mL 용기,400,애경산업, 트리오 홍초를 담은 주방세제  용기
955, 순샘 구연산x자몽향 1.4L 리필,1030,애경산업, 순샘 구연산자몽향  리필
956, 순샘 내추럴효소 3.1kg 용기,1510,애경산업, 순샘 내추럴효소  용기
957, 순샘 베이킹소다x피톤치드향 3kg 용기,1510,애경산업, 순샘 베이킹소다피톤치드향  용기
958, 순샘 베이킹소다x피톤치드향 1.4L 리필,1030,애경산업, 순샘 베이킹소다피톤치드향  리필
959, 트리오 항균설거지 피톤치드 750ml 용기,490,애경산업, 트리오 항균설거지 피톤치드  용기
960, 트리오 곡물설거지 우리현미 1.2L 파우치,970,애경산업, 트리오 곡물설거지 우리현미  파우치
961, 트리오 곡물 우리밀 주방세제 리필_1.2L,970,애경산업, 트리오 곡물 우리밀 주방세제 리필
962, 트리오 발효식초 담은 친환경 주방세제 사과향 3L,1180,애경산업, 트리오 발효식초 담은 친환경 주방세제 사과향 
963, 트리오 발효식초 담은 친환경 주방세제 사과향 1.2L,970,애경산업, 트리오 발효식초 담은 친환경 주방세제 사과향 
964, 트리오 발효식초 담은 친환경 주방세제 사과향 680ml,520,애경산업, 트리오 발효식초 담은 친환경 주방세제 사과향 
965, 트리오 베이킹소다 담은 친환경 주방세제 라임향 3L,1180,애경산업, 트리오 베이킹소다 담은 친환경 주방세제 라임향 
966, 트리오 베이킹소다 담은 친환경 주방세제 라임향 1.2L,970,애경산업, 트리오 베이킹소다 담은 친환경 주방세제 라임향 
967, 트리오 베이킹소다 담은 친환경 주방세제 라임향 680ml,520,애경산업, 트리오 베이킹소다 담은 친환경 주방세제 라임향 
968, 랩신 키친케어 항균주방세제 라임향 1L 파우치,900,애경산업, 랩신 키친케어 항균주방세제 라임향  파우치
969, 랩신 키친케어 항균주방세제 레몬향 1L 파우치,900,애경산업, 랩신 키친케어 항균주방세제 레몬향  파우치
970, 순샘 알로에베라 4.08 L,1330,애경산업, 순샘 알로에베라  
971, 순샘 뽀독 주방세제 750ML(시트러스),600,애경산업, 순샘 뽀독 주방세제 
972, 순샘 뽀독 주방세제 750ML(무향),600,애경산업, 순샘 뽀독 주방세제 
973, 순샘 뽀독 주방세제 1L(시트러스),450,애경산업, 순샘 뽀독 주방세제 
974, 순샘 뽀독 주방세제 1L(무향),450,애경산업, 순샘 뽀독 주방세제 
975, 순샘베이킹/블루주방세제_2L,810,애경산업, 순샘베이킹블루주방세제
976, 종가집 국산 유기농 떡국떡400g,170,이마트, 종가집 국산 유기농 떡국떡
977, 종가집 유기농 썰은백김치 400g,420,이마트, 종가집 유기농 썰은백김치 
978, 유기농다진마늘(140g),220,이마트, 유기농다진마늘
979, 샘표 유기농 자연콩간장 930ml,480,이마트, 샘표 유기농 자연콩간장 
980, 피코크 유기농 스퀴즈 포도[980ml],600,웰팜, 피코크 유기농 스퀴즈 포도
981, 피코크 유기농 스퀴즈 오렌지[980ml],600,웰팜, 피코크 유기농 스퀴즈 오렌지
982, 갓짜낸 무농약 제주감귤로 만든주스 980ml,490,이마트, 갓짜낸 무농약 제주감귤로 만든주스 
983, [부자재]유기농 오렌지&포도 착즙음료친환경 세트,1250,올가홀푸드, 유기농 오렌지포도 착즙음료친환경 세트
984, 5키즈 100유기농 포도주스(5입),260,이마트, 키즈 유기농 포도주스
985, 5채5과100유기농과일야채100ml*4입,290,이마트, 채과유기농과일야채입
986, 5키즈 유기농과일야채,260,이마트, 키즈 유기농과일야채
987, 5키즈100유기농망고오렌지100ml*5,260,이마트, 키즈유기농망고오렌지
988, 5 100 유기농 딸기그레이프 100ml*4,340,이마트,   유기농 딸기그레이프 
989, 수수(500g/무농약),460,두레생협, 수수
990, 조림감자(1kg/무농약),230,두레생협, 조림감자
991, 쪽파(300g/무농약),150,두레생협, 쪽파
992, 무농약 금귤(500g),280,두레생협, 무농약 금귤
993, 무농약 한라봉(1kg),540,두레생협, 무농약 한라봉
994, 한라봉선물세트,2050,두레생협, 한라봉선물세트
995, 이코스피어 주방세제,4260,뉴스킨코리아, 이코스피어 주방세제
996, 이코스피어 섬유유연제,3390,뉴스킨코리아, 이코스피어 섬유유연제
997, 무농약양파즙 100ml*14입,910,이마트, 무농약양파즙 입
998, 유기농 타트체리착즙주스 980ml,840,이마트, 유기농 타트체리착즙주스 
999, 유기농 발효 ABC주스 980ml,690,이마트, 유기농 발효 주스 
1000, 무농약]깐녹두500g,650,올가홀푸드, 무농약깐녹두
1001, 유기농]안성백미4kg-구,1070,올가홀푸드, 유기농안성백미구
1002, 유기농]현미가득4kg,1150,올가홀푸드, 유기농현미가득
1003, 유기농]쌀과잡곡의만남2kg,640,올가홀푸드, 유기농쌀과잡곡의만남
1004, 현미(유기농/2kg),560,올가홀푸드, 현미
1005, [친환경]유기농 백미 2kg,490,올가홀푸드, 유기농 백미 
1006, 현미찹쌀(유기농/2kg),660,올가홀푸드, 현미찹쌀
1007, 유기농]서리태500g,490,올가홀푸드, 유기농서리태
1008, 검정깨(무농약/300g),1090,올가홀푸드, 검정깨
1009, 찰수수(무농약/500g),590,올가홀푸드, 찰수수
1010, 올가 율무(무농약/500g),790,올가홀푸드, 올가 율무
1011, 무농약이상_애호박,170,초록마을, 무농약이상애호박
1012, 두레황매실(유기/대/5kg),1700,두레생협, 두레황매실
1013, 포기로메인(200g/무농약),70,두레생협, 포기로메인
1014, 한끼 통밀쌀(40g*25포/유기),350,두레생협, 한끼 통밀쌀
