,증권사,제목,링크,코드,위험군,펀드규모,3개월 수익률,embedding,유사도
0,NH투자증권,[펀드] [주식형] 한국밸류지속성장ESG증권자투자신탁(주식)C-E?,https://www.nhqv.com/finance/fund/FundProdDetail.action?pd_cd=NAHV73,C-E(NAHV73),초고위험군,"25,006,399,178",1.55,"[0.4701748, -0.76116, 0.8019356, -0.14706177, 0.22795707, -0.7269543, 0.3155643, -0.51992595, -0.26092958, -0.5929786, -0.97448295, -0.11205471, -0.49239752, 0.564365, -0.20195432, 0.15699306, 0.9049759, -0.03673518, -0.013709322, -0.95895016, -0.53323287, 0.32177135, -0.10192788, 0.47574553, -0.0029858854, -0.09437758, -0.1505868, 0.28917232, 0.8624994, 0.41096503, 0.21716139, 0.06072139, -1.0309646, 0.02993618, 0.49111807, 0.1440645, -0.6943526, -0.54863536, -0.3745995, -0.43528983, 0.2083752, -0.5158991, -0.13348547, 0.4752949, -0.38177374, -0.17878759, -0.4139079, 0.6947847, -0.44398934, -0.007336, 0.4030191, -0.62573445, 0.39582968, 0.52805, 0.32605505, 0.12187332, 0.31249782, -0.065617986, -0.071898475, -0.3375231, 0.31083798, -0.07745774, -0.19106194, 0.15908137, 0.039898314, 0.15630291, 0.21054372, -0.35055146, -0.57019466, 0.105324775, -0.05702966, -0.116032556, -0.5685979, -0.50548786, 0.24453637, -0.35260218, -0.4403062, -0.14917323, 0.6533281, 0.14875399, -0.6484954, -0.33606198, -0.023845192, -0.21738064, -0.1190872, -0.015871413, 0.16012673, -0.20419231, -0.6728624, -0.21896887, -0.037466906, 0.26929453, -1.0599617, -0.7305225, 0.026935816, 0.19191715, 0.06326244, 0.3801274, -0.09400847, 0.028151348, 0.19363137, -0.87695956, -0.49879533, 0.6609674, 0.4057107, 0.69607323, -0.06450702, -0.26088783, 0.24876581, -0.04528129, 0.35694885, -0.74434066, 0.22519583, 0.6058445, -0.46038902, -0.038933434, -0.27348608, -0.7792487, 0.1722388, -0.58757263, -8.020364e-05, -0.32023227, -0.054629482, 0.13527496, -0.4570899, 0.5434109, 0.57980895, -0.42766148, -0.11665281, -0.70449543, 0.62920654, -0.3946824, 0.062023938, -0.36967054, -0.061997376, 0.024257816, -0.07870526, -0.087611206, -0.44528255, 0.491213, -0.13958763, 0.29617375, -0.18117738, 0.036277365, -0.20410639, -0.44011036, 0.26087165, -0.6936042, 0.008442443, 0.1805096, -0.17345548, 0.7539581, 0.25376353, -0.10216704, -0.7554701, -0.46355826, 0.14200899, 0.2561481, 0.413695, -0.39285243, -0.1695679, -0.15778485, -0.0834752, -0.3874808, -0.14229754, -0.048580136, 0.4945188, -0.07046795, 0.09235771, 0.43649855, 0.053495947, 0.15066034, -0.67594326, 0.20370857, -0.54885083, 0.41036043, 0.8859086, 0.33801472, 0.46836597, 0.3475554, 0.08755787, 0.64369214, -0.47861826, 0.8789413, 0.28547448, 0.10204239, 0.076677576, -0.0010990594, 0.24592867, -0.68597525, -0.028513499, 0.26291314, 0.4494631, -0.33556327, 0.5173693, 0.2862461, 0.15894316, -0.062089335, 0.24816293, 0.5630064, -0.34983456, -0.63853717, 0.10929619, 0.478981, 0.5517409, 0.61515105, -0.11319945, -0.38929605, 0.10011019, 0.11593557, 0.118171774, 0.27829242, 0.0763418, 0.13970776, -0.78051, 0.36826667, -0.23891726, -0.19134738, -0.06809302, 0.36533755, 0.21786669, 0.22074291, 0.11525833, -0.27238774, 0.27616724, -0.070990026, 0.3375298, 0.41752034, 0.042250402, 0.07547014, -0.11957769, 0.20885545, -0.14768521, -0.42862362, -0.28185064, -0.6243917, -0.44566697, -0.58147484, 0.42143333, -0.5003437, -0.118062824, 0.38975084, 0.06977896, 0.30877241, -0.40393806, -0.31823623, 0.2741041, -1.1627078, 0.2712692, -0.21028715, 0.31937623, 0.6624079, 0.023121918, -0.59270597, -1.1405985, -0.50954556, -0.27852294, 0.5113635, 0.19956118, 0.36482456, 0.18481871, -0.5229615, -0.19135499, 0.53891885, -0.21046406, 0.46506006, 0.23549339, -0.6612276, -0.2730695, 0.5138691, -0.328232, 0.21802828, 0.19935736, -0.21750012, 0.38878274, 0.12336068, -0.020888695, 0.52414334, 0.1622784, -0.5871482, 0.5291586, -0.24020946, -0.40601584, -0.46432185, -0.5648366, -0.45061424, 0.08285591, -0.13046445, -0.47899374, -0.6346006, -0.017344102, 0.35103965, 0.15732314, -0.79746175, 0.44917488, -0.2772105, 0.06824425, -0.4334424, -0.20712872, -0.2612363, 0.022572123, 0.51299256, -0.32141313, -0.02573945, 0.17469306, 0.37846762, -0.42574537, 0.16830453, -0.47829863, 0.09079524, -0.24614605, 0.19250295, 0.44273323, -0.011041667, -0.52418715, -0.67659, 0.77020144, -0.25334078, -0.24938056, -0.031466946, 0.208912, 0.09546529, -0.25748667, -0.21295038, -0.08982419, 0.35742432, 0.38388205, -0.24352726, -0.59365284, 0.62121636, -0.7258252, -1.0191518, 0.6081486, -0.24311978, -0.09116561, 0.13361952, -0.09218122, -0.25515842, 0.016285652, -0.28484723, 0.8534745, 0.47339723, 0.5131182, 0.38231328, 0.66202, 2.9138746, 0.18442863, 0.04896397, -0.30354732, -0.58505046, -0.65247095, 0.056951944, -0.55234206, 0.6450538, 0.15009624, 0.11001568, 0.5940528, 0.06829159, -0.07499792, 0.31095955, -0.08004481, 0.20953597, 0.5332838, -0.33735022, -0.101661965, 0.43015644, -0.66471577, 0.25472796, 0.15412758, 0.39097846, 0.854737, -0.09985326, 0.34187496, -0.91862595, -0.021306735, 0.37768495, 0.023691176, 0.10212715, -0.3007316, -0.7952771, 0.0780766, 0.2311135, -0.5685465, -0.6129266, 0.05463604, 0.1932873, -0.21442452, -0.03965661, 0.46141055, 0.21269622, 0.51723355, 0.68061674, -0.24001822, -0.2578553, -0.06331737, 0.10849985, -0.34725806, -0.68754596, 0.48428774, 0.15295789, -0.308691, -0.24900693, 0.40019155, 0.72748375, -0.09617421, -0.07453281, 0.19667578, 0.40636992, 0.022214392, 0.113139875, -0.3345145, 0.27952534, -0.5239843, -0.62703127, 0.6904898, -0.55242777, -0.107049525, 0.060722824, 0.55875206, 0.4883195, -0.38883165, -0.44791904, 0.509846, 0.97641, -0.22297919, 0.082879096, -0.4377349, -0.025284663, -0.3966713, -0.09701137, 0.72212315, -0.13054268, -0.034884322, 0.79198205, 0.2482702, -1.3587861, 0.28489274, 0.16333303, 0.39210805, 0.26734734, 0.6684724, -0.65263283, 0.2534365, 0.3810832, -0.7480871, -0.14910969, -0.86363864, -0.061322454, -0.7271585, 0.06881616, -0.42850888, 0.3459898, -0.30187458, 0.15340924, -0.2728386, -0.24766253, 0.15020373, -0.14903593, -0.02383563, -0.75335044, -0.74798065, 0.21370247, -0.44434866, -0.5197225, 0.3654112, 0.32137078, 0.12089875, -0.06773845, -0.2114977, 0.75837815, -0.18860008, 0.047532044, 0.5241484, 0.17563061, 0.46410835, 0.20756263, 0.19819036, -0.24471457, -0.19283149, -0.69462967, 0.14412004, -0.16331708, 0.055028766, -1.0249461, 0.020669475, -0.5168008, -0.2486535, -0.042848386, -0.13602415, -0.3465277, -0.54444754, 0.16794503, -0.35807556, 0.33922952, 0.51173985, 0.3285805, 0.113877274, 0.5783214, -0.1387657, -0.29148868, -0.35266113, -0.3432184, -0.15267523, -0.60773015, 0.47200197, -0.6298052, -0.14817688, 0.08266956, 0.1659808, 0.6972577, -0.3268713, -0.032700926, 0.8044257, -0.15878305, 0.33890787, -0.3247603, -0.64640915, -0.6341549, -0.15506934, 0.18154916, 0.011174261, -0.2952164, -0.15933564, 0.023747344, -0.066051185, 0.039056048, -0.100577995, -0.40865785, -0.19775832, -0.86435825, 0.09207165, 0.013236597, 0.03770841, -0.3187579, 0.25536662, 0.19047332, -0.429339, 0.3794493, -0.48367724, -0.016261356, 0.11450558, -0.8695283, 0.2881195, -0.00061343424, -0.4635517, 0.46853256, -0.3253274, 0.22402105, 0.25051245, -0.2929783, -1.1879529, -0.21743664, 0.06289537, -0.14132307, 0.020106103, 0.04217127, 0.068509266, -0.5368142, -0.1983183, -0.07775238, -0.4345395, 0.41717422, -0.2452203, -0.25013, -0.11811986, 0.03170529, 0.18994546, 0.031286947, 0.7542206, 0.30851898, -0.6607132, 0.029025223, 0.09357015, -0.43621504, -0.18007293, -0.17910543, -1.0512143, -0.5010911, 0.41676062, -0.28837645, 0.04182328, 0.68890435, -0.26012677, -0.14919618, 0.5962693, -0.23822281, 0.3297922, 0.2338635, -0.512954, -0.29473618, -0.6466626, 0.013364121, -0.12938212, -0.14261104, -0.42927217, -0.2802304, 0.33741426, -0.2420297, 0.36190894, 0.085822955, -0.42053527, -0.0063413642, 0.56127906, 0.013727579, -0.6398591, 0.038133748, -0.24559465, -0.8866315, 0.053949296, 0.43718898, 0.3026375, 0.0651243, 0.21287315, -0.49038282, -0.76158285, -0.0919039, 0.25576076, -0.11887182, 0.17453527, 0.43115646, -0.33429503, 0.40973163, -0.2631719, 0.52193564, -0.22734493, 0.138999, -0.5779195, 0.4706291, 0.04592912, 0.2072869, 0.2566187, 0.44181955, 0.103640154, -0.10959543, -0.25447643, -0.12788692, -0.38227147, -0.1106603, -0.1017403, -0.66359043, 0.6131954, -0.64282095, 0.31377786, -0.16113824, 0.29740292, -0.21128571, 0.10408153, -0.8387701, -0.22773683, 0.34536278, -0.6067869, -0.36241144, -0.014754705, 0.105989255, 0.619226, 0.2870748, -0.13431372, -0.12298988, 0.014943328, 0.05941253, 0.22261788, 0.075877644, -0.00792916, 0.04965286, 0.5050785, -0.02331086, -0.38957343, 0.3379819, 0.2408539, -0.16208628, 0.5794871, -0.5217014, 0.012901794, -0.38730788, 0.25549006, 0.3659762, 0.28350025, -0.1908319, -0.57495123, -0.45714372, -0.16410911, 0.43073, 0.02765813, 0.20192885, -0.2194887, 0.022094734, 0.660441, -1.2149696, 0.6948001, -0.12788564, 0.4437057, 0.057017352, -0.16297047, 0.6451617, -0.14636877, 0.5845897, 0.080419905, -0.36058155, -0.42741328, 0.1316766, -0.051804833, 0.12179487, -0.37859625, -0.15994817, -0.13791779, 0.81157136, -0.70056427, -0.7212317, -0.14521569, -0.27364233, -0.20036188, -0.22064137, -0.7635118, 0.18696126, -0.15022585, 0.1968151, -0.49372637, 0.1809836, 0.07630812, -0.6061735, -0.28392616, 0.43000314, -0.36190522, -0.6242411, 0.3841022, -0.47400457, 0.18927062, 0.05596796, -0.64560986, -0.06922892, 0.09453507, -0.29794818, 0.4240747, 0.45972395, 0.16765805, -0.12746722, -0.67226315, 0.59380007, -0.21908331, -0.7313718, -0.08465717, 0.34546125, -0.43551052, -0.12682542, 0.26349714, 0.46786946, -0.67653304, 0.45516893, 0.15775388, 0.4782606, 0.4746036, -0.5417406, -0.013130214, 0.04611626, 0.65296847, -0.1590119, -0.24743691, 0.4942103, 0.47475672, 0.10919169, -0.15302745, 0.30619514, -0.73183954, -0.3129933, -0.40105987, 0.20192955, -0.095181756, 0.06879573]",0.12712819613505982
1,NH투자증권,[펀드] [주식형] 한국밸류지속성장ESG증권자투자신탁(주식)C-Re?,https://www.nhqv.com/finance/fund/FundProdDetail.action?pd_cd=PAHV77,C-Re(PAHV77),초고위험군,"25,006,399,178",1.58,"[0.4701748, -0.76116, 0.8019356, -0.14706177, 0.22795707, -0.7269543, 0.3155643, -0.51992595, -0.26092958, -0.5929786, -0.97448295, -0.11205471, -0.49239752, 0.564365, -0.20195432, 0.15699306, 0.9049759, -0.03673518, -0.013709322, -0.95895016, -0.53323287, 0.32177135, -0.10192788, 0.47574553, -0.0029858854, -0.09437758, -0.1505868, 0.28917232, 0.8624994, 0.41096503, 0.21716139, 0.06072139, -1.0309646, 0.02993618, 0.49111807, 0.1440645, -0.6943526, -0.54863536, -0.3745995, -0.43528983, 0.2083752, -0.5158991, -0.13348547, 0.4752949, -0.38177374, -0.17878759, -0.4139079, 0.6947847, -0.44398934, -0.007336, 0.4030191, -0.62573445, 0.39582968, 0.52805, 0.32605505, 0.12187332, 0.31249782, -0.065617986, -0.071898475, -0.3375231, 0.31083798, -0.07745774, -0.19106194, 0.15908137, 0.039898314, 0.15630291, 0.21054372, -0.35055146, -0.57019466, 0.105324775, -0.05702966, -0.116032556, -0.5685979, -0.50548786, 0.24453637, -0.35260218, -0.4403062, -0.14917323, 0.6533281, 0.14875399, -0.6484954, -0.33606198, -0.023845192, -0.21738064, -0.1190872, -0.015871413, 0.16012673, -0.20419231, -0.6728624, -0.21896887, -0.037466906, 0.26929453, -1.0599617, -0.7305225, 0.026935816, 0.19191715, 0.06326244, 0.3801274, -0.09400847, 0.028151348, 0.19363137, -0.87695956, -0.49879533, 0.6609674, 0.4057107, 0.69607323, -0.06450702, -0.26088783, 0.24876581, -0.04528129, 0.35694885, -0.74434066, 0.22519583, 0.6058445, -0.46038902, -0.038933434, -0.27348608, -0.7792487, 0.1722388, -0.58757263, -8.020364e-05, -0.32023227, -0.054629482, 0.13527496, -0.4570899, 0.5434109, 0.57980895, -0.42766148, -0.11665281, -0.70449543, 0.62920654, -0.3946824, 0.062023938, -0.36967054, -0.061997376, 0.024257816, -0.07870526, -0.087611206, -0.44528255, 0.491213, -0.13958763, 0.29617375, -0.18117738, 0.036277365, -0.20410639, -0.44011036, 0.26087165, -0.6936042, 0.008442443, 0.1805096, -0.17345548, 0.7539581, 0.25376353, -0.10216704, -0.7554701, -0.46355826, 0.14200899, 0.2561481, 0.413695, -0.39285243, -0.1695679, -0.15778485, -0.0834752, -0.3874808, -0.14229754, -0.048580136, 0.4945188, -0.07046795, 0.09235771, 0.43649855, 0.053495947, 0.15066034, -0.67594326, 0.20370857, -0.54885083, 0.41036043, 0.8859086, 0.33801472, 0.46836597, 0.3475554, 0.08755787, 0.64369214, -0.47861826, 0.8789413, 0.28547448, 0.10204239, 0.076677576, -0.0010990594, 0.24592867, -0.68597525, -0.028513499, 0.26291314, 0.4494631, -0.33556327, 0.5173693, 0.2862461, 0.15894316, -0.062089335, 0.24816293, 0.5630064, -0.34983456, -0.63853717, 0.10929619, 0.478981, 0.5517409, 0.61515105, -0.11319945, -0.38929605, 0.10011019, 0.11593557, 0.118171774, 0.27829242, 0.0763418, 0.13970776, -0.78051, 0.36826667, -0.23891726, -0.19134738, -0.06809302, 0.36533755, 0.21786669, 0.22074291, 0.11525833, -0.27238774, 0.27616724, -0.070990026, 0.3375298, 0.41752034, 0.042250402, 0.07547014, -0.11957769, 0.20885545, -0.14768521, -0.42862362, -0.28185064, -0.6243917, -0.44566697, -0.58147484, 0.42143333, -0.5003437, -0.118062824, 0.38975084, 0.06977896, 0.30877241, -0.40393806, -0.31823623, 0.2741041, -1.1627078, 0.2712692, -0.21028715, 0.31937623, 0.6624079, 0.023121918, -0.59270597, -1.1405985, -0.50954556, -0.27852294, 0.5113635, 0.19956118, 0.36482456, 0.18481871, -0.5229615, -0.19135499, 0.53891885, -0.21046406, 0.46506006, 0.23549339, -0.6612276, -0.2730695, 0.5138691, -0.328232, 0.21802828, 0.19935736, -0.21750012, 0.38878274, 0.12336068, -0.020888695, 0.52414334, 0.1622784, -0.5871482, 0.5291586, -0.24020946, -0.40601584, -0.46432185, -0.5648366, -0.45061424, 0.08285591, -0.13046445, -0.47899374, -0.6346006, -0.017344102, 0.35103965, 0.15732314, -0.79746175, 0.44917488, -0.2772105, 0.06824425, -0.4334424, -0.20712872, -0.2612363, 0.022572123, 0.51299256, -0.32141313, -0.02573945, 0.17469306, 0.37846762, -0.42574537, 0.16830453, -0.47829863, 0.09079524, -0.24614605, 0.19250295, 0.44273323, -0.011041667, -0.52418715, -0.67659, 0.77020144, -0.25334078, -0.24938056, -0.031466946, 0.208912, 0.09546529, -0.25748667, -0.21295038, -0.08982419, 0.35742432, 0.38388205, -0.24352726, -0.59365284, 0.62121636, -0.7258252, -1.0191518, 0.6081486, -0.24311978, -0.09116561, 0.13361952, -0.09218122, -0.25515842, 0.016285652, -0.28484723, 0.8534745, 0.47339723, 0.5131182, 0.38231328, 0.66202, 2.9138746, 0.18442863, 0.04896397, -0.30354732, -0.58505046, -0.65247095, 0.056951944, -0.55234206, 0.6450538, 0.15009624, 0.11001568, 0.5940528, 0.06829159, -0.07499792, 0.31095955, -0.08004481, 0.20953597, 0.5332838, -0.33735022, -0.101661965, 0.43015644, -0.66471577, 0.25472796, 0.15412758, 0.39097846, 0.854737, -0.09985326, 0.34187496, -0.91862595, -0.021306735, 0.37768495, 0.023691176, 0.10212715, -0.3007316, -0.7952771, 0.0780766, 0.2311135, -0.5685465, -0.6129266, 0.05463604, 0.1932873, -0.21442452, -0.03965661, 0.46141055, 0.21269622, 0.51723355, 0.68061674, -0.24001822, -0.2578553, -0.06331737, 0.10849985, -0.34725806, -0.68754596, 0.48428774, 0.15295789, -0.308691, -0.24900693, 0.40019155, 0.72748375, -0.09617421, -0.07453281, 0.19667578, 0.40636992, 0.022214392, 0.113139875, -0.3345145, 0.27952534, -0.5239843, -0.62703127, 0.6904898, -0.55242777, -0.107049525, 0.060722824, 0.55875206, 0.4883195, -0.38883165, -0.44791904, 0.509846, 0.97641, -0.22297919, 0.082879096, -0.4377349, -0.025284663, -0.3966713, -0.09701137, 0.72212315, -0.13054268, -0.034884322, 0.79198205, 0.2482702, -1.3587861, 0.28489274, 0.16333303, 0.39210805, 0.26734734, 0.6684724, -0.65263283, 0.2534365, 0.3810832, -0.7480871, -0.14910969, -0.86363864, -0.061322454, -0.7271585, 0.06881616, -0.42850888, 0.3459898, -0.30187458, 0.15340924, -0.2728386, -0.24766253, 0.15020373, -0.14903593, -0.02383563, -0.75335044, -0.74798065, 0.21370247, -0.44434866, -0.5197225, 0.3654112, 0.32137078, 0.12089875, -0.06773845, -0.2114977, 0.75837815, -0.18860008, 0.047532044, 0.5241484, 0.17563061, 0.46410835, 0.20756263, 0.19819036, -0.24471457, -0.19283149, -0.69462967, 0.14412004, -0.16331708, 0.055028766, -1.0249461, 0.020669475, -0.5168008, -0.2486535, -0.042848386, -0.13602415, -0.3465277, -0.54444754, 0.16794503, -0.35807556, 0.33922952, 0.51173985, 0.3285805, 0.113877274, 0.5783214, -0.1387657, -0.29148868, -0.35266113, -0.3432184, -0.15267523, -0.60773015, 0.47200197, -0.6298052, -0.14817688, 0.08266956, 0.1659808, 0.6972577, -0.3268713, -0.032700926, 0.8044257, -0.15878305, 0.33890787, -0.3247603, -0.64640915, -0.6341549, -0.15506934, 0.18154916, 0.011174261, -0.2952164, -0.15933564, 0.023747344, -0.066051185, 0.039056048, -0.100577995, -0.40865785, -0.19775832, -0.86435825, 0.09207165, 0.013236597, 0.03770841, -0.3187579, 0.25536662, 0.19047332, -0.429339, 0.3794493, -0.48367724, -0.016261356, 0.11450558, -0.8695283, 0.2881195, -0.00061343424, -0.4635517, 0.46853256, -0.3253274, 0.22402105, 0.25051245, -0.2929783, -1.1879529, -0.21743664, 0.06289537, -0.14132307, 0.020106103, 0.04217127, 0.068509266, -0.5368142, -0.1983183, -0.07775238, -0.4345395, 0.41717422, -0.2452203, -0.25013, -0.11811986, 0.03170529, 0.18994546, 0.031286947, 0.7542206, 0.30851898, -0.6607132, 0.029025223, 0.09357015, -0.43621504, -0.18007293, -0.17910543, -1.0512143, -0.5010911, 0.41676062, -0.28837645, 0.04182328, 0.68890435, -0.26012677, -0.14919618, 0.5962693, -0.23822281, 0.3297922, 0.2338635, -0.512954, -0.29473618, -0.6466626, 0.013364121, -0.12938212, -0.14261104, -0.42927217, -0.2802304, 0.33741426, -0.2420297, 0.36190894, 0.085822955, -0.42053527, -0.0063413642, 0.56127906, 0.013727579, -0.6398591, 0.038133748, -0.24559465, -0.8866315, 0.053949296, 0.43718898, 0.3026375, 0.0651243, 0.21287315, -0.49038282, -0.76158285, -0.0919039, 0.25576076, -0.11887182, 0.17453527, 0.43115646, -0.33429503, 0.40973163, -0.2631719, 0.52193564, -0.22734493, 0.138999, -0.5779195, 0.4706291, 0.04592912, 0.2072869, 0.2566187, 0.44181955, 0.103640154, -0.10959543, -0.25447643, -0.12788692, -0.38227147, -0.1106603, -0.1017403, -0.66359043, 0.6131954, -0.64282095, 0.31377786, -0.16113824, 0.29740292, -0.21128571, 0.10408153, -0.8387701, -0.22773683, 0.34536278, -0.6067869, -0.36241144, -0.014754705, 0.105989255, 0.619226, 0.2870748, -0.13431372, -0.12298988, 0.014943328, 0.05941253, 0.22261788, 0.075877644, -0.00792916, 0.04965286, 0.5050785, -0.02331086, -0.38957343, 0.3379819, 0.2408539, -0.16208628, 0.5794871, -0.5217014, 0.012901794, -0.38730788, 0.25549006, 0.3659762, 0.28350025, -0.1908319, -0.57495123, -0.45714372, -0.16410911, 0.43073, 0.02765813, 0.20192885, -0.2194887, 0.022094734, 0.660441, -1.2149696, 0.6948001, -0.12788564, 0.4437057, 0.057017352, -0.16297047, 0.6451617, -0.14636877, 0.5845897, 0.080419905, -0.36058155, -0.42741328, 0.1316766, -0.051804833, 0.12179487, -0.37859625, -0.15994817, -0.13791779, 0.81157136, -0.70056427, -0.7212317, -0.14521569, -0.27364233, -0.20036188, -0.22064137, -0.7635118, 0.18696126, -0.15022585, 0.1968151, -0.49372637, 0.1809836, 0.07630812, -0.6061735, -0.28392616, 0.43000314, -0.36190522, -0.6242411, 0.3841022, -0.47400457, 0.18927062, 0.05596796, -0.64560986, -0.06922892, 0.09453507, -0.29794818, 0.4240747, 0.45972395, 0.16765805, -0.12746722, -0.67226315, 0.59380007, -0.21908331, -0.7313718, -0.08465717, 0.34546125, -0.43551052, -0.12682542, 0.26349714, 0.46786946, -0.67653304, 0.45516893, 0.15775388, 0.4782606, 0.4746036, -0.5417406, -0.013130214, 0.04611626, 0.65296847, -0.1590119, -0.24743691, 0.4942103, 0.47475672, 0.10919169, -0.15302745, 0.30619514, -0.73183954, -0.3129933, -0.40105987, 0.20192955, -0.095181756, 0.06879573]",0.12712819613505982
