상품명,적립 포인트,매장명,상품명_mod
 저탄소인증 미니사과(루비에스),1320, 이마트, 저탄소인증 미니사과
 저탄소인증 햇사과(1.4kg이상/봉),1190, 이마트, 저탄소인증 햇사과
 저탄소인증 햇사과(1kg이상/봉),740, 이마트, 저탄소인증 햇사과
 무농약 무화과(1kg/팩),690, 이마트, 무농약 무화과
 무농약 무화과(500g/팩),340, 이마트, 무농약 무화과
 저탄소인증 황금향(1kg),2070, 이마트, 저탄소인증 황금향
 저탄소인증 샤인머스캣(650g/팩),1920, 이마트, 저탄소인증 샤인머스캣
 저탄소인증 포모사자두(1kg/팩),1190, 이마트, 저탄소인증 포모사자두
 저탄소인증 아오리사과(5~7입/봉),890, 이마트, 저탄소인증 아오리사과
 저탄소인증 아오리사과(5~6입/봉),890, 이마트, 저탄소인증 아오리사과
 저탄소인증 아삭복숭아(5~7입/팩),2070, 이마트, 저탄소인증 아삭복숭아
 저탄소인증 사과/배 혼합세트(9과),7470, 이마트, 저탄소인증 사과배 혼합세트
 저탄소인증 포모사자두(900g/팩),1040, 이마트, 저탄소인증 포모사자두
 친환경 토마토(900g/팩),240, 이마트, 친환경 토마토
 저탄소 샤인머스캣+사과 혼합세트,8970, 이마트, 저탄소 샤인머스캣사과 혼합세트
 저탄소인증 대석자두(1kg/팩),1190, 이마트, 저탄소인증 대석자두
 저탄소인증 하우스감귤(1kg),1630, 이마트, 저탄소인증 하우스감귤
 국산 유기농바나나(3~4입),290, 이마트, 국산 유기농바나나
 저탄소인증 캔탈로프(1.3kg/통),1320, 이마트, 저탄소인증 캔탈로프
 저탄소인증 하미과,1330, 이마트, 저탄소인증 하미과
 친환경 아삭이상추 150g,80, 이마트, 친환경 아삭이상추 
 저탄소인증 블랙체인지750g,740, 이마트, 저탄소인증 블랙체인지
 저탄소인증 하우스감귤 500g,1300, 이마트, 저탄소인증 하우스감귤 
 친환경 제주블루베리(300g/팩),490, 이마트, 친환경 제주블루베리
 무농약 마늘쫑 300g,240, 이마트, 무농약 마늘쫑 
 친환경 조각 양배추 (400g),120, 이마트, 친환경 조각 양배추 
 클리어파일(NO:0941) 블루 40P,240, 엘리트프랜즈, 클리어파일 블루 
 친환경 세척무,100, 이마트, 친환경 세척무
 저탄소인증 사과(4~7입/봉),1490, 이마트, 저탄소인증 사과
 저탄소인증 사과/배 혼합세트,11970, 이마트, 저탄소인증 사과배 혼합세트
 저탄소인증 사과 세트,8970, 이마트, 저탄소인증 사과 세트
 친환경 토마토(1kg/봉),390, 이마트, 친환경 토마토
 친환경 대파(300g/봉),240, 이마트, 친환경 대파
 무농약 모듬쌈 200g (팩),190, 이마트, 무농약 모듬쌈  
 친환경 모둠쌈 (200g/봉),140, 이마트, 친환경 모둠쌈 
 저탄소 인증 배(4입/봉),1620, 이마트, 저탄소 인증 배
 친환경 하우스 감귤(1kg/팩),640, 이마트, 친환경 하우스 감귤
 무농약 우엉(봉),240, 이마트, 무농약 우엉
 유기농 아스파라거스(봉),320, 이마트, 유기농 아스파라거스
 친환경 청양고추(봉),90, 이마트, 친환경 청양고추
 친환경 강원 애호박,60, 이마트, 친환경 강원 애호박
 친환경 간편단호박(300g/팩),170, 이마트, 친환경 간편단호박
 친환경 캠벨포도(1~3입/팩),340, 이마트, 친환경 캠벨포도
 친환경 메론(통/상),370, 이마트, 친환경 메론
 친환경 꽈리고추(봉),140, 이마트, 친환경 꽈리고추
 친환경 대파 300g(봉),190, 이마트, 친환경 대파 
 (국산의힘)유기농 성주참외(1.5kg/봉),690, 이마트, 유기농 성주참외
 친환경 미니단호박 2입,160, 이마트, 친환경 미니단호박 입
 친환경 실속형대파(200g/봉),240, 이마트, 친환경 실속형대파
 친환경 파프리카(봉),10, 이마트, 친환경 파프리카
 친환경 아스파라거스 150g,270, 이마트, 친환경 아스파라거스 
 무농약 적채,190, 이마트, 무농약 적채
 무농약 딸기500g,570, 이마트, 무농약 딸기
 친환경 브로커리(봉),190, 이마트, 친환경 브로커리
 친환경 양상추(봉),170, 이마트, 친환경 양상추
 친환경 단호박(통),190, 이마트, 친환경 단호박
 친환경 해풍시금치(봉),140, 이마트, 친환경 해풍시금치
 유기농 고구마(1.8kg/박스),740, 이마트, 유기농 고구마
 뚜또 유기농 망고 푸딩 160g,80, 이마트, 뚜또 유기농 망고 푸딩 
 달콤 아삭 꿀 참외 1kg,490, 올가홀푸드, 달콤 아삭 꿀 참외 
 연근말림(100g/무농약),320, 두레생협, 연근말림
 통연근(400g/무농약),320, 두레생협, 통연근
 통우엉(300g/무농약),250, 두레생협, 통우엉
 [연꽃마을]연근채(친환경/300g),290, 올가홀푸드, 연근채
 [연꽃마을]우엉채(무농약/200g),190, 올가홀푸드, 우엉채
 우엉채(250g/무농약),280, 두레생협, 우엉채
 연근채(250g/무농약),300, 두레생협, 연근채
 [연꽃마을]통우엉(무농약/300g),270, 올가홀푸드, 통우엉
 스파클 먹는샘물 2.0L*6,600, 스파클, 스파클 먹는샘물 
 스파클 먹는샘물[500mL]*20,1050, 스파클, 스파클 먹는샘물
 스파클 먹는샘물 330mL,20, 스파클, 스파클 먹는샘물 
 스파클 먹는샘물 [2.0L],100, 스파클, 스파클 먹는샘물 
 스파클 먹는샘물[500mL],70, 스파클, 스파클 먹는샘물
 생활공작소 주방세제 석류식초,1180, 생활공작소, 생활공작소 주방세제 석류식초
 생활공작소 주방세제 쌀뜨물,1180, 생활공작소, 생활공작소 주방세제 쌀뜨물
 유기농 블루베리 쌀떡뻥 25g,90, 이마트, 유기농 블루베리 쌀떡뻥 
 유기농 사과쌀떡뻥 25g,90, 이마트, 유기농 사과쌀떡뻥 
 유기농 단호박 쌀떡뻥 25g,90, 이마트, 유기농 단호박 쌀떡뻥 
 무농약 찹쌀2kg,690, 이마트, 무농약 찹쌀
 무농약 찹쌀3kg,640, 이마트, 무농약 찹쌀
 무농약쌀청심4kg,1350, 송포농협(판매), 무농약쌀청심
 무농약쌀청심10kg,2810, 송포농협(판매), 무농약쌀청심
 AGECARE 유기농 새싹 보리분말 80g,1350, 올가홀푸드,  유기농 새싹 보리분말 
 트라피스트 수녀원 유기 귤잼,440, 이마트, 트라피스트 수녀원 유기 귤잼
 트라피스트 수녀원 유기 포도잼,440, 이마트, 트라피스트 수녀원 유기 포도잼
 트라피스트 수녀원 유기 무화과잼,440, 이마트, 트라피스트 수녀원 유기 무화과잼
 트라피스트 수녀원 유기 딸기잼,440, 이마트, 트라피스트 수녀원 유기 딸기잼
 N유기농포도쨈400g,390, 이마트, 유기농포도쨈
 N유기농딸기쨈400g,390, 이마트, 유기농딸기쨈
 유기 곱창돌김 선물세트,2990, 이마트, 유기 곱창돌김 선물세트
 배(유기농)7.5kg/10내/박스,3380, 하나로마트, 배내박스
 배(저탄소)/3kg/박스/5~7과/특,1870, 하나로마트, 배박스과특
 대추방울토마토(친환경)/200g/팩/특,110, 하나로마트, 대추방울토마토팩특
 대추방울토마토(친환경)/5kg/박스/특(상품화),2110, 하나로마트, 대추방울토마토박스특
 딱딱한복숭아(저탄소/3kg/12내/국산),3410, 하나로마트, 딱딱한복숭아
 천도복숭아(저탄소)/10kg/박스/55내/특,7410, 하나로마트, 천도복숭아박스내특
 천도복숭아(저탄소)/10kg/박스/45내/특,7700, 하나로마트, 천도복숭아박스내특
 자두(저탄소)/1.2kg/팩/특,1130, 하나로마트, 자두팩특
 천도복숭아(저탄소)/1.5kg/팩/특,1480, 하나로마트, 천도복숭아팩특
 레드향(친환경)/개,830, 하나로마트, 레드향개
 자두(저탄소)/2kg/팩/(꼬마자두),1030, 하나로마트, 자두팩
 감귤(하우스)/저탄소/600g/팩/특,1240, 하나로마트, 감귤저탄소팩특
 감귤(하우스)/저탄소/3kg/박스/특,6820, 하나로마트, 감귤저탄소박스특
 오렌지(저탄소/청견)/1.2kg/망/특/국산,1150, 하나로마트, 오렌지망특국산
 오렌지(저탄소/청견)/3kg/박스/특/국산,2880, 하나로마트, 오렌지박스특국산
 오렌지(저탄소/청견)/10kg/박스/특/국산,8190, 하나로마트, 오렌지박스특국산
 딸기(친환경)/1kg/상/스치로플,550, 하나로마트, 딸기상스치로플
 딸기(친환경)/1kg/특/스치로플,520, 하나로마트, 딸기특스치로플
 노랑대추방울토마토(무농약)/500g/팩/특,220, 하나로마트, 노랑대추방울토마토팩특
 오렌지(저탄소/한라봉)/1.5kg/8내/박스/특,780, 하나로마트, 오렌지내박스특
 홍시(저탄소)/6입/팩/국산,170, 하나로마트, 홍시입팩국산
 오렌지(저탄소/황금향)/10kg/특품,11500, 하나로마트, 오렌지특품
 감귤(저탄소/3kg/박스/M~S자/특),1030, 하나로마트, 감귤
 감귤(친환경/4.5kg/박스/특),1000, 하나로마트, 감귤
 감귤(저탄소/3kg/박스/특),1610, 하나로마트, 감귤
 감귤(저탄소/3kg/박스/2L/특),740, 하나로마트, 감귤
 대추방울토마토(친환경)/2kg/박스,550, 하나로마트, 대추방울토마토박스
 배(친환경/3kg/박스/특/국산),350, 하나로마트, 배
 대추방울토마토(아침마루)/5kg/박스/특(상품화),1880, 하나로마트, 대추방울토마토박스특
 감귤(친환경/3kg/박스/특),400, 하나로마트, 감귤
 [친환경]깨 3종 모음(유기농/1kg),2000, 올가홀푸드, 깨 종 모음
 [친환경]흑미보리밥(유기농/1kg),600, 올가홀푸드, 흑미보리밥
 [친환경]지방점 딸기(무농약/480g)*2팩,550, 올가홀푸드, 지방점 딸기팩
 유기농명품사과세트,5450, 초록마을, 유기농명품사과세트
 유기농황매실,1990, 초록마을, 유기농황매실
 유기농초록청매실(특),1990, 초록마을, 유기농초록청매실
 유기농청매실(실속),2750, 초록마을, 유기농청매실
 유기농청매실(특),3490, 초록마을, 유기농청매실
 유기농청매실(왕특),3750, 초록마을, 유기농청매실
 무농약 수박(잔/4~5kg),750, 두레생협, 무농약 수박
 오이맛고추(2kg/무농약),770, 두레생협, 오이맛고추
 두레 사과(5kg),4350, 두레생협, 두레 사과
 두레 사과(10kg/40과),8250, 두레생협, 두레 사과
 두레 명품사과,11950, 두레생협, 두레 명품사과
 친환경사과(1봉),850, 두레생협, 친환경사과
 못난이 포도(3kg/무농약),1030, 두레생협, 못난이 포도
 매실(10kg/무농약 이상),3400, 올가홀푸드, 매실
 (포장저감)서리콩(10kg/유기),22880, 두레생협, 서리콩
 샤인머스켓(/1kg/유기),1810, 두레생협, 샤인머스켓
 아이스블루베리(1kg/무농약),1140, 두레생협, 아이스블루베리
 씨째먹는 건포도(130g/유기),450, 두레생협, 씨째먹는 건포도
 알토란(1kg/유기),310, 두레생협, 알토란
 친환경 블루베리(200g),750, 두레생협, 친환경 블루베리
 오이(60개/포장저감),4160, 두레생협, 오이
 마늘종(200g/무농약),210, 두레생협, 마늘종
 깐녹두(500g/유기/해남),1010, 두레생협, 깐녹두
 레드치커리(150g/유기),90, 두레생협, 레드치커리
 [친환경]완숙토마토(무농약/2kg),490, 올가홀푸드, 완숙토마토
 친환경3팩]청도반시(무농약/5-6입),490, 올가홀푸드, 친환경팩청도반시
 [직원친환경]의성 황토 백미(무농약/10kg),2290, 올가홀푸드, 의성 황토 백미
 [친환경]못난이 친환경 사과 3kg,490, 올가홀푸드, 못난이 친환경 사과 
 쌀가게]함평 백미찹쌀(무농약/4kg),1120, 올가홀푸드, 쌀가게함평 백미찹쌀
 순샘 구연산x자몽향 500ml 용기,520, 애경산업, 순샘 구연산자몽향  용기
 순샘 베이킹소다x피톤치드향 500mL 용기,520, 애경산업, 순샘 베이킹소다피톤치드향  용기
 순샘 구연산x자몽향 1.2L 리필,970, 애경산업, 순샘 구연산자몽향  리필
 순샘 베이킹소다x피톤치드향 1.2L 리필,970, 애경산업, 순샘 베이킹소다피톤치드향  리필
 순샘 리얼 식초를 담은 주방세제 2.1L,1050, 애경산업, 순샘 리얼 식초를 담은 주방세제 
 트리오 베이킹소다를 담은 주방세제 700ML 용기,730, 애경산업, 트리오 베이킹소다를 담은 주방세제  용기
 트리오 베이킹소다 1.2L 리필,970, 애경산업, 트리오 베이킹소다  리필
 그린알로 13kg 용기,2970, 애경산업, 그린알로  용기
 소티점보롤 500m(엠보),4930, 신창제지공업, 소티점보롤 
 달콤한 베지밀 비[190mL]*16,720, 정식품, 달콤한 베지밀 비
 담백한 베지밀 에이[190mL]*16,720, 정식품, 담백한 베지밀 에이
 베지밀 토들러 프리미엄 3 190G x 16EA,1000, 정식품, 베지밀 토들러 프리미엄    
 베지밀 프리미엄 토들러 3 190G x 16EA,750, 정식품, 베지밀 프리미엄 토들러    
 베지밀 토들러 프리미엄 3 190G x 1EA,30, 정식품, 베지밀 토들러 프리미엄    
 베지밀 토들러 프리미엄 2 190G x 16EA,1000, 정식품, 베지밀 토들러 프리미엄    
 베지밀 인펀트 프리미엄 1 190G x 16EA,1000, 정식품, 베지밀 인펀트 프리미엄    
 베지밀 토들러 프리미엄 2 16 190G x 16EA,750, 정식품, 베지밀 토들러 프리미엄     
 베지밀 토들러 프리미엄 2 190G x 1EA,30, 정식품, 베지밀 토들러 프리미엄    
 베지밀 인펀트 프리미엄 1 190G x 1EA,30, 정식품, 베지밀 인펀트 프리미엄    
 달콤한 베지밀 비[190mL]*24,800, 정식품, 달콤한 베지밀 비
 담백한 베지밀 에이[190mL]*24,800, 정식품, 담백한 베지밀 에이
 종가집 무농약 국산 다진마늘 140g,240, 이마트, 종가집 무농약 국산 다진마늘 
 트리오베이킹소다주방세제_2.3L,810, 애경산업, 트리오베이킹소다주방세제
 트리오 홍초를 담은 주방세제 2.3L,1630, 애경산업, 트리오 홍초를 담은 주방세제 
 순샘 구연산x자몽향 2L 파우치,1200, 애경산업, 순샘 구연산자몽향  파우치
 자연퐁 뿌려쓰는 주방세제 애플향,1330, 엘지생활건강, 자연퐁 뿌려쓰는 주방세제 애플향
 홈스타 오렌지파워액션 욕실+주방 세정제 500ml,450, 엘지생활건강, 홈스타 오렌지파워액션 욕실주방 세정제 
 천연오렌지오일담은 친환경주방세제 코코넛,450, 엘지생활건강, 천연오렌지오일담은 친환경주방세제 코코넛
 [친환경]친환경 서리태(친환경/800g),740, 올가홀푸드, 친환경 서리태
 [친환경]유기농 현미(유기농/1.8kg),440, 올가홀푸드, 유기농 현미
 [친환경]유기농 백미(유기농/1.8kg),440, 올가홀푸드, 유기농 백미
 친환경]올가 흑미(유기농/800g),320, 올가홀푸드, 친환경올가 흑미
 [친환경]콩국수용 친환경 흰콩(유기농/800g),520, 올가홀푸드, 콩국수용 친환경 흰콩
 (햇)해바라기씨(150g/무농약),670, 두레생협, 해바라기씨
 [친환경]백미(무농약/1kg),240, 올가홀푸드, 백미
 백미찹쌀(무농약/4kg),1190, 올가홀푸드, 백미찹쌀
 현미찹쌀(무농약/4kg),1170, 올가홀푸드, 현미찹쌀
 [친환경]찹쌀묶음(유기농/백미찹쌀2kg/현미찹쌀2kg),940, 올가홀푸드, 찹쌀묶음
 백미찹쌀(유기농/4kg),1290, 올가홀푸드, 백미찹쌀
 현미찹쌀(유기농/4kg),1250, 올가홀푸드, 현미찹쌀
 갈색오분도미(무농약/1kg),470, 올가홀푸드, 갈색오분도미
 갈색현미(무농약/1kg),460, 올가홀푸드, 갈색현미
 원삼유기농쌀(고시히카리)8/국산,2590, 이마트, 원삼유기농쌀국산
 유기농쌀3.5kg(고시히카리),1270, 이마트, 유기농쌀
 유기농백미10kg,1770, 원삼농협 건조저장센터(가공), 유기농백미
